股票代码,策略总收益率,策略年化收益率,策略最大回撤,策略夏普比率,策略胜率,策略盈亏比,策略交易次数,买入持有收益率,买入持有最大回撤,买入持有夏普比率,超额收益,回撤改善
600050,0.4874728271109979,0.04263681035062228,-0.416960091,0.1535877967636332,0.6206896551724138,0.014104224915265435,30,0.46607669616519165,-0.660194175,0.19533718989352503,0.02139613094580618,0.2432340835548458
600060,0.8649088525779998,0.06501584803785887,-0.542318094,0.25893299048952434,0.6666666666666665,0.014498282143511313,28,1.3295454545454546,-0.711430356,0.3460299444227398,-0.464636602,0.16911226218129818
600061,2.1836587075529987,0.12471546069777052,-0.631629432,0.4552867588244405,0.6896551724137931,0.026066538280561147,29,-0.210412148,-0.70263789,0.016778192411462847,2.394070855058422,0.07100845736025299
600066,-0.178090668,-0.019627703,-0.798821806,0.12163718096721055,0.7391304347826086,0.009349344292403576,24,2.28125,-0.883575884,0.4415456080785378,-2.459340668,0.08475407726693732
600068,0.45520509707799994,0.07177318960063994,-0.431370315,0.28216951381548466,0.6666666666666665,0.019635788475892212,15,1.1872246696035242,-0.586068855,0.5018654134106734,-0.732019573,0.1546985397671395
600074,-0.910490579,-0.578718032,-0.920502225,-2.188945302,0.42857142857142855,0.003116790043790124,8,-0.986645719,-0.990213011,-3.167834361,0.07615513968954829,0.06971078594734806
600085,-0.356694271,-0.043589723,-0.552896748,-0.214790473,0.4666666666666666,0.007040224637504494,31,0.2862039417309339,-0.512151067,0.15010379407534682,-0.642898213,-0.040745681
600089,2.700728007114002,0.141713112140752,-0.377356282,0.5479707678338945,0.7096774193548387,0.026005077907210978,31,7.393229166666666,-0.638461538,0.6401453301510286,-4.69250116,0.2611052559812472
600100,0.4141749585500005,0.03729074857883896,-0.471656203,0.1444700429527337,0.52,0.013408482765648561,25,-0.168067227,-0.76092233,0.054711490248699944,0.582242185440757,0.2892661267902871
600104,0.23684552862699815,0.021707818820047686,-0.464290322,0.06562511946268933,0.6363636363636364,0.011738389114487956,34,0.3524355300859596,-0.633397313,0.1681143595112197,-0.115590001,0.1691069909689734
600109,-0.345729653,-0.042125294,-0.640649418,-0.168213032,0.4666666666666666,0.006591246625019493,31,-0.221830986,-0.632392115,0.018372844631393815,-0.123898667,-0.008257303
600111,5.1581732712829975,0.20159761703063173,-0.480229398,0.633227805315768,0.5806451612903226,0.029510635936290552,31,3.931880108991826,-0.739426107,0.5133947806468022,1.226293162291172,0.25919670905002035
600115,-0.103204791,-0.010949228,-0.387355203,-0.125110998,0.5555555555555556,0.008744473461439252,27,-0.058823529,-0.598351001,0.033624725875618856,-0.044381261,0.21099579825370704
600118,0.6259164630640002,0.05033406234686133,-0.425746136,0.19971593954803615,0.5333333333333333,0.017183171038034226,31,2.1439623276152036,-0.633259424,0.4130498425013397,-1.518045865,0.20751328707558087
600150,0.47477457388200067,0.04255470803025796,-0.685549323,0.18005254573152302,0.7,0.011624931746027863,31,0.7760036496350362,-0.721523072,0.2673738920316789,-0.301229076,0.035973748761007444
600153,0.36123076289499934,0.032504989926736894,-0.622942154,0.15102510559364055,0.6428571428571429,0.01331232319315622,28,-0.097302505,-0.759152216,0.1533233570425329,0.45853326771195513,0.1362100618609068
600157,-0.629270414,-0.10408048,-0.704044121,-0.409855315,0.4642857142857143,0.002854756148145634,28,-0.504,-0.784232365,-0.114997427,-0.125270414,0.08018824463288624
600170,1.3122801792199996,0.08879705986346732,-0.451326948,0.3719543311666869,0.7333333333333333,0.023312630722693805,30,0.07011070110701123,-0.529562982,0.0707234374280439,1.2421694781129884,0.07823603362541491
600177,0.4069903804479995,0.03509924132616882,-0.520793733,0.12764558962719677,0.7241379310344827,0.015466600829973294,30,1.9249999999999998,-0.629290618,0.3994212719304544,-1.51800962,0.10849688482636473
600188,0.09598586183600055,0.009302923502744198,-0.489790497,0.02312847346194839,0.5,0.011242041361621413,10,-10.88717949,-9.874538745,0.6692017942453178,10.983165349015486,9.384748247913874
600196,-0.351472072,-0.042825452,-0.592210518,-0.143306517,0.5517241379310345,0.007909313217859449,30,0.7589952477936184,-0.759990679,0.27051385751452856,-1.11046732,0.1677801615478517
600208,0.5022501217499988,0.04222172221234888,-0.4405676,0.16225523737174094,0.5714285714285714,0.012944593541923873,29,-0.002923977,-0.71350365,0.07920047110631526,0.5051740983581859,0.27293604989950176
600221,-0.578732019,-0.088193442,-0.661025513,-0.400406018,0.4782608695652174,0.005515792339571457,24,-0.478405316,-0.705202312,-0.155039391,-0.100326704,0.044176799100584245
600252,0.050938376746287206,0.005032184904991688,-0.39904559,-0.031890878,0.6857142857142857,0.011763211479646225,36,-0.390979607,-0.59569407,-0.139081053,0.44191798327660015,0.19664848093734888
600256,0.9973973254326228,0.07277135093967324,-0.47449801,0.28958278254489156,0.6296296296296297,0.016673755868282396,27,1.6081085942777946,-0.543117887,0.36465045541430907,-0.610711269,0.06861987738280845
600271,0.19498543652680803,0.018374034343981993,-0.508337933,0.06146937005342869,0.6206896551724138,0.012333542531168024,30,-0.609465255,-0.748939555,-0.192664077,0.8044506912845897,0.2406016219468757
600276,-0.429651058,-0.055150446,-0.759789272,-0.277360178,0.7391304347826086,0.006413637522546372,24,2.9748216937268963,-0.709881576,0.5007055566306277,-3.404472752,-0.049907697
600297,-0.786675216,-0.170030566,-0.811289496,-0.602908458,0.4,0.0036727554574567454,26,-0.910500839,-0.926760955,-0.640826649,0.12382562288195743,0.1154714589619725
600309,0.9656826843186586,0.07454555271104057,-0.399876032,0.28282425597643773,0.6666666666666665,0.016183634992827753,27,9.476936039206723,-0.59611579,0.7716096270813133,-8.511253355,0.19623975751193
600332,0.8660917640295496,0.06638399478777313,-0.323994755,0.2640211903936855,0.5862068965517241,0.021779554030596268,30,0.4197280608181346,-0.401741617,0.158962190375135,0.446363703211415,0.07774686159109002
600340,-0.764272689,-0.136572634,-0.911879527,-0.3125237,0.5517241379310345,0.00703222304423805,30,-0.895799298,-0.967612768,-0.331628808,0.13152660867068078,0.05573324097011636
600352,-0.045520313,-0.00471526,-0.443730485,-0.086698033,0.5555555555555556,0.009557708274428698,27,1.0311949692347824,-0.672330742,0.2884162125532389,-1.076715282,0.22860025724048108
600362,1.8900173590032994,0.11317950089915317,-0.324170339,0.4424097873054964,0.7096774193548387,0.028051845487152335,32,3.435004728464829,-0.4989872,0.508187904581765,-1.544987369,0.17481686149072742
600369,0.38144786215033055,0.03319899168775842,-0.51255422,0.12424670586219114,0.6176470588235294,0.013875534011216382,34,-0.353285692,-0.664640962,-0.084618746,0.7347335542752448,0.15208674241451448
600372,0.3488864149441526,0.03094437179740983,-0.460416199,0.11350656282804344,0.5882352941176471,0.012564920974490735,34,-0.079506058,-0.555574556,0.059121958567116495,0.4283924730439969,0.09515835697471679
600373,0.0440997986510816,0.004373130709458328,-0.478216119,0.012269888399469625,0.5769230769230769,0.01041041876903965,26,-0.229623696,-0.659948359,0.01917537977704543,0.2737234949799886,0.18173224061997104
600376,0.05195113550814523,0.005129993050842163,-0.57775267,0.04513269612846434,0.7096774193548387,0.011370898482257072,32,-0.256464332,-0.808857486,0.04941179840133474,0.30841546721946056,0.23110481555803994
600383,-0.350970836,-0.04273346,-0.781049609,-0.101870484,0.6296296296296297,0.009361279757881877,28,-0.611667632,-0.798069677,-0.099899963,0.2606967950430463,0.017020067692258323
600406,0.719308489813773,0.05895039858183049,-0.35962275,0.22234541622493173,0.6296296296296297,0.0182155386421553,27,3.9265917311434286,-0.430901477,0.5663828756584947,-3.207283241,0.07127872674790176
600415,1.6269197340037629,0.10249619603908332,-0.515908768,0.38354162925250074,0.75,0.03895926732518092,29,1.357295809975991,-0.626638464,0.33648338602138145,0.26962392402777197,0.11072969625760379
600446,-0.378446101,-0.047211755,-0.709478702,-0.073216197,0.5714285714285714,0.007193337011093156,29,-0.37844331,-0.790992856,0.07333117356904965,-2.79E-06,0.08151415404715465
600482,1.715411240153295,0.1072153427769942,-0.386910017,0.4171117094689737,0.7272727272727273,0.026615681971597537,33,0.3678788634017324,-0.647330326,0.17118077534308304,1.3475323767515623,0.260420309797733
600485,-0.933393689,-0.85964668,-0.945484096,-2.322520062,0.5,0.0006734189832803505,3,-0.923993536,-0.945189373,-1.695711024,-0.009400153,-0.000294723
600489,0.7046968081785847,0.05569733201883076,-0.489814954,0.21799423705788748,0.6428571428571429,0.02202948408462586,29,2.481573358788583,-0.593479761,0.44912174402875693,-1.776876551,0.10366480698882719
600498,0.000947198306674224,9.56950691450853e-05,-0.549341799,0.019341911398029328,0.5357142857142857,0.010009571335541131,28,1.642234074414887,-0.699447359,0.3687384759749505,-1.641286876,0.1501055600300846
600518,-0.322738425,-0.039112565,-0.615858805,-0.122524289,0.6071428571428571,0.008379412314224075,29,-0.869022537,-0.937850536,-0.434959392,0.5462841121357966,0.3219917308366598
600519,0.7372915909924458,0.05738845238441792,-0.44863479,0.2296700163238839,0.7692307692307694,0.01799571346143629,26,6.573408098018077,-0.474821383,0.757615909964539,-5.836116507,0.02618659348831095
600535,0.015535573959432503,0.0015593632403585467,-0.500280511,-0.035065293,0.7333333333333333,0.011139185073431654,31,-0.262652675,-0.694144381,-0.054106948,0.27818824872325554,0.19386386909795023
600547,1.6344339363436067,0.10407585335698988,-0.433230418,0.3939500789562979,0.6666666666666665,0.019571762868601374,28,2.3766269071049546,-0.553117156,0.4373960329802937,-0.742192971,0.11988673819198425
600570,0.3939937850828694,0.034143529500147096,-0.562833219,0.1664511530508389,0.625,0.012824219448994027,33,1.397773987187239,-0.765265229,0.35034850634388337,-1.003780202,0.2024320104155855
600582,0.6090251185878193,0.04922645858390062,-0.27594939,0.19035721594998575,0.7333333333333333,0.02087620778223813,30,0.28926929169383264,-0.540805494,0.1359510163338074,0.3197558268939866,0.2648561041863949
600583,1.5447329366281255,0.09896132520002364,-0.347577086,0.41490459530455204,0.8,0.03234142919624152,30,0.32319182104675703,-0.501737594,0.15257689295409863,1.2215411155813685,0.1541605071074791
600585,1.0105099644430697,0.07310769678196438,-0.333695627,0.3075542849443086,0.7647058823529411,0.016100388763106373,34,1.5455889719861955,-0.610233847,0.36417992223247936,-0.535079008,0.2765382195955275
600588,0.7398407213926359,0.0575695096719433,-0.643919232,0.24189875321397875,0.7,0.01702181371398906,31,0.8533598439019641,-0.843301576,0.30112508998193094,-0.113519123,0.19938234413943434
600606,0.054769823891996916,0.005410714550072804,-0.66890719,0.04668006150913569,0.5,0.010411962477339326,31,-0.812161479,-0.864008073,-0.407389314,0.8669313029416738,0.19510088323971617
600637,-0.36576906,-0.045070482,-0.495658494,-0.277805735,0.43333333333333335,0.006403531810666642,31,-0.32540626,-0.690594388,-0.085637509,-0.0403628,0.19493589441152637
600648,0.0975045061540003,0.009479477817082138,-0.404179142,-0.015476229,0.6206896551724138,0.011297875415306045,29,-0.268061326,-0.619003968,-0.085618869,0.36556583198401954,0.21482482632342134
600649,-0.233066679,-0.028270282,-0.560954345,-0.1423919,0.5517241379310345,0.007917620048653243,29,-0.587215826,-0.829720282,-0.208491699,0.35414914766583083,0.2687659372958147
600654,-0.855213264,-0.195619743,-0.935787355,-0.675711461,0.6086956521739131,0.0014872312598654164,24,-0.876302955,-0.959956455,-0.403857009,0.0210896909711326,0.024169100519778938
600660,1.801915601607225,0.10970309886703401,-0.384885212,0.47126621075086783,0.6896551724137931,0.029853551415893374,30,4.972257941031188,-0.516873834,0.6482380786649999,-3.170342339,0.13198862225988678
600663,-0.197335199,-0.022858536,-0.436779699,-0.139872272,0.5333333333333333,0.008066257710931907,30,-0.406124143,-0.572554848,-0.136775352,0.2087889442060984,0.1357751494763535
600666,0.32301193158799113,0.03230411714377568,-0.737794131,0.13625755783810833,0.47368421052631576,0.012005779317224838,19,-0.664089455,-0.962274013,-0.059873392,0.9871013867119083,0.22447988245374034
600674,0.5453872273600313,0.04495747181830434,-0.219377476,0.17616708561426472,0.7307692307692306,0.019796805637621418,27,1.5891521204241301,-0.301478824,0.41578932084908293,-1.043764893,0.0821013474266458
600685,-0.199653117,-0.02340405,-0.67553115,-0.028568568,0.5555555555555556,0.00880951120921205,27,0.45290099314380394,-0.775707145,0.22698590539673583,-0.652554111,0.10017599481213538
600688,0.3906126073016911,0.03387551807217837,-0.340063105,0.10950984795977277,0.6756756756756757,0.01604823388151412,37,-0.2480526,-0.607448984,-0.078592236,0.6386652073217189,0.26738587908653133
600690,2.882770997589625,0.1470191555546274,-0.314350542,0.632929950685999,0.7741935483870968,0.03501437797784723,32,2.797948620092214,-0.45941563,0.48862384163613104,0.08482237749741102,0.14506508858984635
600703,0.15999381729729056,0.015107453429898499,-0.5676454,0.09994955443028275,0.6538461538461539,0.011072348003605119,26,0.6202768328804502,-0.785532087,0.2602441889668294,-0.460283016,0.2178866871132302
600704,0.2580438464169208,0.02346349527047331,-0.331019722,0.059074124933804296,0.6129032258064516,0.013890198000008963,31,0.3596812576751198,-0.639189474,0.15262721453437386,-0.101637411,0.3081697519731265
600705,0.5595349947533579,0.05066283585706999,-0.425935147,0.20009438345792793,0.4642857142857143,0.015577334279874542,29,-0.167244636,-0.685129942,0.02215997187880811,0.7267796304408851,0.25919479463649997
600718,-0.402621214,-0.050904096,-0.639584739,-0.194396337,0.48275862068965514,0.006465703991958744,30,-0.359634366,-0.69026864,-0.012181176,-0.042986848,0.05068390110315406
600737,0.3513135358190762,0.031067557447531202,-0.373957698,0.10714387197334803,0.625,0.016662844414497568,33,0.8441652960554207,-0.508220572,0.26195334295050277,-0.49285176,0.13426287347512186
600739,1.296959632057697,0.08791080326015965,-0.479165369,0.3486216009030579,0.696969696969697,0.018045161617435218,33,-0.172246943,-0.756470832,0.009186172627001067,1.4692065745619152,0.2773054624279665
600741,1.2167408590843185,0.08374697875464321,-0.419631399,0.3506571499807608,0.7741935483870968,0.023021508832652672,31,1.1924057053776282,-0.55182058,0.31349589214118473,0.024335153706690277,0.1321891812129745
600754,-0.239355841,-0.027262497,-0.506925133,-0.088797335,0.64,0.008127521433536834,25,-0.147179919,-0.672859137,0.0776815681023446,-0.092175922,0.16593400396728492
600783,-0.02604969,-0.002663158,-0.597792366,0.0377838679070848,0.4482758620689655,0.0102980542348821,30,0.1348792485658845,-0.688997645,0.1786883006844004,-0.160928938,0.09120527852475561
600795,1.1034628620792564,0.08018123670949961,-0.250569769,0.3716360616954576,0.7666666666666667,0.03227072045114727,31,1.181552350997344,-0.509101066,0.3192971927417214,-0.078089489,0.25853129618695847
600804,-0.928414311,-0.253077211,-0.934031048,-0.56905203,0.6071428571428571,0.008659388358106054,29,-0.992382185,-0.993997729,-0.766479535,0.06396787442366972,0.0599666806556462
600816,-0.658761501,-0.105066735,-0.829411968,-0.270044343,0.48148148148148145,0.006399422629811523,28,-0.457317698,-0.900295813,-0.026047606,-0.201443803,0.0708838454330062
600820,0.0790287913720984,0.007714152650371675,-0.312298465,-0.094122442,0.6296296296296297,0.01139635951881096,27,0.19986114051460135,-0.544486224,0.06910302654954174,-0.120832349,0.2321877596854581
600827,-0.085910603,-0.009034239,-0.694512664,0.006601904695033825,0.4074074074074074,0.010099800695212182,28,-0.21539896,-0.741232323,0.04310298474120644,0.1294883573255343,0.04671965912905208
600837,-0.451735577,-0.06628261,-0.541859378,-0.44718149,0.5384615384615384,0.006034100080337752,27,-0.046824272,-0.532294269,0.01509371404879849,-0.404911305,-0.009565109
600839,-0.006827408,-0.000691905,-0.448323773,0.01726720829832002,0.48484848484848486,0.009923171362313646,34,1.9253058987793699,-0.555155124,0.3936600140103015,-1.932133307,0.10683135085360312
600867,-0.478544073,-0.063947846,-0.703468343,-0.264772099,0.5769230769230769,0.0061193711232603795,26,-0.158723904,-0.692789953,0.021521442475029455,-0.31982017,-0.010678391
600871,0.44349893291899956,0.038247592122052865,-0.426458568,0.13469254645809733,0.6129032258064516,0.015578576363221712,31,-0.238589212,-0.682080925,-0.022513361,0.6820881445372567,0.255622356590409
600873,0.6868805387506416,0.05544451856084409,-0.463076217,0.21352286981710575,0.7,0.01838169197598891,30,1.1027295868138491,-0.545635249,0.3000747183507575,-0.415849048,0.08255903176589761
600875,0.2805657683422642,0.026106539400303275,-0.425363163,0.08553187404918225,0.5714285714285714,0.012427593295359756,28,3.896668599023649,-0.500892061,0.5312170194616431,-3.616102831,0.07552889759578754
600886,0.22702057228548012,0.02088490960011158,-0.241035253,0.005967810672860236,0.5862068965517241,0.013796135225993642,30,1.8805670040704263,-0.289091776,0.4404393014716174,-1.653546432,0.04805652294001028
600887,-0.240633127,-0.027675248,-0.460181582,-0.216596333,0.625,0.007742905720446977,25,1.7002725938061507,-0.531591841,0.3874081095170974,-1.940905721,0.07141025893846872
600893,0.9795287550980718,0.07228914233240302,-0.526807735,0.2793741448005044,0.5483870967741935,0.016442966170370256,31,0.75017049143666,-0.61508829,0.25819128583034107,0.22935826366141185,0.08828055502786882
600895,0.7417376082782496,0.05766153137183139,-0.545971926,0.23408504957937848,0.6785714285714286,0.017396083760553804,29,1.2350928055194133,-0.63768968,0.3316365052052616,-0.493355197,0.09171775404004415
600900,0.5791671854549385,0.047422878828411896,-0.146881759,0.211583874545248,0.75,0.032827340482944944,24,2.2334638200000985,-0.175402394,0.6137570695271256,-1.654296635,0.028520634423849243
600958,0.10715518966449376,0.01038041719336813,-0.535689189,0.0504401468749779,0.6666666666666665,0.011276921982261408,31,-0.355019145,-0.646398886,-0.053506229,0.4621743346174911,0.1107096973062076
600959,-0.490822977,-0.068625838,-0.603513965,-0.484817235,0.43333333333333335,0.0038355737169576396,30,-0.600090917,-0.765483538,-0.331449996,0.10926794019121858,0.1619695730315854
600999,0.9051864958569225,0.06743337946889749,-0.405986634,0.27171975247278074,0.59375,0.019640890384255576,32,0.4999355269648491,-0.537805817,0.1815234270309258,0.40525096889207335,0.1318191831640727
601006,0.5477799662692455,0.04512081796643019,-0.235563479,0.18021460842309045,0.7647058823529411,0.017858620932303684,34,0.4170780015432225,-0.286339467,0.11462929286912876,0.13070196472602305,0.050775988466136256
601009,1.485474330272675,0.09638995286120933,-0.203933036,0.5139513027141971,0.75,0.05171277240067512,32,1.8910586785296477,-0.352386749,0.44584651379983936,-0.405584348,0.14845371282825792
601018,0.6929006229238461,0.05474281087847954,-0.397499956,0.21906226083768504,0.6388888888888888,0.019429123161416217,36,-0.104332882,-0.520435883,-0.041487841,0.7972335051233509,0.12293592696353323
601021,0.25730928934668196,0.023461828427963738,-0.384504951,0.0751759669820378,0.5357142857142857,0.01262535007735258,28,0.26142063087086354,-0.438135585,0.14071754928337024,-0.004111342,0.053630634552761264
601088,2.188443983440539,0.12832401277574368,-0.228955542,0.6456535416391543,0.7586206896551724,0.07046058696812808,29,5.845881671368639,-0.435231444,0.7216609589137581,-3.657437688,0.20627590222986972
601099,1.3658693615306676,0.0912528413517013,-0.504373372,0.3430338464392232,0.5666666666666667,0.023020298018009103,31,-0.006239979,-0.693918891,0.09387121602812266,1.3721093405892908,0.18954551931226732
601111,0.4455249477888634,0.037944671616789494,-0.466026161,0.1483519500284318,0.5625,0.01332791747990976,32,0.2687178029036037,-0.555026291,0.15335244650302313,0.17680714488525973,0.08900012993036639
601118,0.15084464681777354,0.015045490866202327,-0.332325988,0.0031405809821862607,0.6,0.012333456834901908,25,0.30375330344196083,-0.514394731,0.16049953006342835,-0.152908657,0.18206874265329567
601127,2.899480787336969,0.1531317114256714,-0.670366513,0.47690915694475394,0.5806451612903226,0.027255974142642966,32,11.592970193274896,-0.811814356,0.6969193851309777,-8.693489406,0.14144784261031604
601155,0.7969872958927301,0.06100374839539957,-0.651727139,0.24414999995910439,0.65625,0.012451973095686901,32,0.9495428763570934,-0.834315928,0.30623689396301884,-0.15255558,0.18258878902944858
601166,0.6665383575217415,0.05304573459326489,-0.26500259,0.21264284785736917,0.7096774193548387,0.018515823344718185,32,1.015829323710574,-0.406150169,0.2920866861529616,-0.349290966,0.14114757877975315
601169,0.2780882051666682,0.025172873672425267,-0.206819098,0.00026682109708544134,0.71875,0.015557340989759558,33,0.270061811865955,-0.383354762,0.04329234902412868,0.008026393300713188,0.1765356644357252
601186,0.4311919113985032,0.03688430460587799,-0.384250336,0.1271896657528066,0.5172413793103449,0.018849159130626892,30,-0.124213156,-0.449244811,-0.007911996,0.5554050678163729,0.06499447502464697
601198,0.7261219236348699,0.0571599312229758,-0.582714958,0.2232167512853448,0.625,0.01745569266516385,32,-0.24608029,-0.709719116,-0.015739345,0.9722022140098331,0.12700415782750718
601211,0.5788141012913921,0.04756028665868883,-0.318276045,0.17914437686980708,0.7142857142857143,0.022761770172812182,29,0.4136427831590821,-0.365780174,0.1471668963811897,0.16517131813231004,0.047504129292093716
601216,-0.116426302,-0.012865389,-0.645411086,-0.042148654,0.5333333333333333,0.008744121830614418,30,1.7909925543329197,-0.632815714,0.3815705564008231,-1.907418856,-0.012595371
601225,2.6855490807244164,0.14086496310102992,-0.228626817,0.6264218822366853,0.8214285714285714,0.032553620437360056,29,8.56909281970176,-0.331202557,0.7418641926623558,-5.883543739,0.10257573948411444
601258,-0.779043556,-0.190819707,-0.822982436,-0.700894795,0.45,0.00590231629837447,21,-0.852592295,-0.902311759,-0.664882774,0.07354873921039569,0.07932932271691356
601288,0.9669770435851974,0.07073701169504476,-0.214734097,0.45006231095792615,0.8518518518518519,0.08739055239985138,28,2.6622026074893497,-0.268411603,0.6955522901747058,-1.695225564,0.05367750581828552
601318,-0.252577305,-0.028984228,-0.516417381,-0.2860118,0.6521739130434783,0.007423931348780918,24,1.8715021667153966,-0.576753839,0.42134255916580715,-2.124079472,0.06033645816244601
601328,0.2450211247347227,0.022388115192242486,-0.18203517,-0.030219004,0.6666666666666665,0.020333491590295155,28,1.2007784481700017,-0.275485514,0.38775076288070204,-0.955757323,0.09345034417368676
601333,-0.330644363,-0.03974637,-0.453648562,-0.351556019,0.5333333333333333,0.00637097549022032,31,-0.027911254,-0.648208415,0.010528818430982535,-0.302733109,0.19455985324397695
601336,0.5887717533372656,0.04788453486967725,-0.419547646,0.18612712196551606,0.7741935483870968,0.014762333365591317,32,1.6582518610283659,-0.63350019,0.37039991617849094,-1.069480108,0.21395254387171994
601377,1.630681449757939,0.1030570683310421,-0.49336278,0.3961623938619965,0.657142857142857,0.02025653009268746,36,0.08655178656697293,-0.550715746,0.09359291001777618,1.544129663190966,0.057352966570809155
601390,0.29678507974402857,0.02744145332716319,-0.45120557,0.06882184737663856,0.6666666666666665,0.013242178070414605,33,-0.026272914,-0.488895623,0.01782828783817752,0.3230579935087053,0.037690053508033186
601398,0.38110626153636473,0.03315926212793463,-0.280270185,0.07631652229545771,0.7916666666666665,0.023602387579009187,25,1.7640765926479092,-0.344516129,0.5168101665232949,-1.382970331,0.06424594371950686
601555,0.1508515433463129,0.014385908009210358,-0.64546067,0.028428305127238616,0.7096774193548387,0.011477234500389576,31,0.1728853007436357,-0.668092576,0.12152177238880699,-0.022033757,0.0226319066188492
601600,1.7562391565677082,0.11316409211421764,-0.378236325,0.4421914119383339,0.7419354838709676,0.0306827640601636,31,2.365263006553625,-0.661330049,0.43198635939012864,-0.60902385,0.28309372422762685
601601,0.645383729681638,0.0515978166006017,-0.50188163,0.20298622178440082,0.75,0.017172450953834063,29,1.243468620934573,-0.572084407,0.32060574690967286,-0.598084891,0.07020277697418961
601607,0.4502036531274436,0.038267646421885626,-0.28532849,0.13017015659853334,0.6428571428571429,0.0173726166250638,29,0.34637157365823845,-0.428538666,0.1341479992756673,0.10383207946920514,0.14321017681604162
601608,-0.131813767,-0.014591359,-0.49817789,-0.081468221,0.5151515151515151,0.008621087016249205,33,0.6618997084504301,-0.661908438,0.24528979384615035,-0.793713476,0.16373054816048926
601611,0.9365405076277614,0.07086384308479898,-0.609316047,0.27624286367217454,0.6333333333333333,0.02001072678348099,31,2.577840721271948,-0.742623194,0.4538439988066121,-1.641300214,0.13330714767593513
601618,0.557085314596472,0.0457539197216803,-0.356258566,0.17314792624410041,0.5806451612903226,0.01498552777340892,31,-0.049191904,-0.550208718,0.039867686554826975,0.6062772188843741,0.19395015189098594
601628,1.6575816479435872,0.10378954633982662,-0.407916135,0.4196733068962888,0.6666666666666665,0.019183416358871143,30,1.321208077828035,-0.526074998,0.3305309523946799,0.33637357011555225,0.11815886316257711
601633,0.1696781853016884,0.01599370908296538,-0.680323936,0.07985836636145947,0.5666666666666667,0.010861183948720186,31,1.8813457084948024,-0.70380484,0.39045925346580906,-1.711667523,0.02348090401791879
601668,1.6194669551246665,0.10217978083833046,-0.239790338,0.48166410097049817,0.7666666666666667,0.0365591951731284,31,0.891612024425513,-0.347409249,0.2614020133764137,0.7278549306991535,0.10761891130380324
601669,0.20181796049001122,0.01880923992689354,-0.453123172,0.05777097308439634,0.48275862068965514,0.011124478171828274,30,0.1320136675075667,-0.591326507,0.10377225902221306,0.0698042929824445,0.13820333467581322
601688,0.8525705257553485,0.06427419337018025,-0.30944994,0.2593620026133094,0.6764705882352942,0.021835191204514378,35,0.7950976032504515,-0.472536229,0.2476302160700623,0.05747292250489707,0.1630862881009553
601718,-0.283348847,-0.033099882,-0.634634241,-0.17094026,0.5357142857142857,0.007837473802268536,29,-0.58765112,-0.760206989,-0.198840622,0.304302272931415,0.12557274862960596
601727,0.3187149114804275,0.031116780661268217,-0.405272627,0.1034729160612626,0.5185185185185185,0.012401606124860187,28,0.1576745258477441,-0.613400231,0.11991124225287582,0.16104038563268339,0.20812760397122126
601766,0.2877315888039962,0.025975737187228676,-0.311857813,0.057651382057704696,0.59375,0.01361778368910411,33,-0.200973459,-0.583371144,-0.081364247,0.4887050477774447,0.2715133316511629
601788,0.47499594344129403,0.04004730683758084,-0.588389256,0.1646638615404438,0.5483870967741935,0.013936582023717057,32,0.1770622689292365,-0.638520907,0.13421262197474443,0.29793367451205754,0.05013165033901302
601800,0.5682274295218881,0.04650752905140476,-0.378836758,0.18213059301158308,0.6428571428571429,0.014823908024148647,29,-0.086104988,-0.639753818,0.05214332091851595,0.6543324178619626,0.26091706025558
601818,0.6557761440908911,0.052266966603735865,-0.249456882,0.23239129056919386,0.7272727272727273,0.023139957340875438,34,0.5061985089304182,-0.315757477,0.15572960574568,0.14957763516047293,0.06630059577278655
601857,0.8373362937721877,0.06338670154594395,-0.413706772,0.28902904941358476,0.7575757575757575,0.019384433405676582,33,1.2847068324282276,-0.537379882,0.33859690105938817,-0.447370539,0.1236731098537944
601866,-0.276983726,-0.032433044,-0.447790507,-0.187955969,0.48484848484848486,0.006109662970195806,33,-0.205121759,-0.639978409,0.0006749035848733522,-0.071861967,0.19218790217754994
601872,1.9017239462518,0.11874742239221936,-0.34184561,0.4549675449396659,0.7333333333333333,0.026707108795905078,30,4.221953458363737,-0.452955876,0.5406402261266803,-2.320229512,0.11111026691529062
601877,0.16057982971224227,0.015190809603610411,-0.527606102,0.052966557021622895,0.6785714285714286,0.011425455601380953,28,1.5357002669142386,-0.713880398,0.3568342854919552,-1.375120437,0.18627429651977223
601888,-0.179168935,-0.019749708,-0.769864034,-0.039602938,0.6666666666666665,0.008949086897188261,24,3.111057478140072,-0.855532382,0.47860795453888405,-3.290226413,0.08566834749797764
601899,0.853470639581466,0.06443605896121363,-0.422538519,0.262689872542809,0.6666666666666665,0.02859170790265526,24,12.535877145197551,-0.472066143,0.8163818793742695,-11.68240651,0.049527623456987156
601901,0.675040386771883,0.053701978816669715,-0.478304922,0.21164142579618353,0.5666666666666667,0.017307379644954428,31,0.1329337325102593,-0.558069832,0.11332146436022841,0.5421066542616237,0.07976490942107936
601919,4.334717946853342,0.18843578125645966,-0.446726872,0.6504316165096563,0.8484848484848484,0.05897685949410278,33,5.110855311765582,-0.618469016,0.5846341308238133,-0.776137365,0.1717421440019561
