股票代码,文件,数据条数,开始日期,结束日期,策略_总收益率,策略_年化收益率,策略_最大回撤,策略_夏普比率,策略_交易次数,策略_胜率,策略_盈亏比,持有_总收益率,持有_年化收益率,持有_最大回撤,持有_夏普比率,超额收益,胜率优势,回撤改善,夏普提升
002470,df_pre_002470.csv,2425,2026-03-06,2016-03-11,0.33201615985586597,0.030240737213033997,0.5553160254542624,0.16614396448959706,16,0.375,0.8424659590801822,-0.6005456066550465,-0.0909548424254909,0.8918846599941028,-0.10604916894119239,0.9325617665109125,-0.125,0.33656863453984043,0.27219313343078944
601857,df_pre_601857.csv,2425,2026-03-06,2016-03-11,0.3026872110541925,0.027859854993039335,0.4938538253249869,0.138074049859307,21,0.23809523809523808,0.8657298192393834,1.2847068324282276,0.08965439707924117,0.5373798817904019,0.38624019291320955,-0.9820196213740351,-0.2619047619047619,0.043526056465414964,-0.24816614305390255
600188,df_pre_600188.csv,2425,2026-03-06,2016-03-11,-1.5486857523,-1.0,1.5486857523,0.1375799565505569,16,0.0,0.0,-10.887179487179488,-1.0,9.874538745387454,0.0,9.338493734879489,-0.5,8.325852993087455,0.1375799565505569
601872,df_pre_601872.csv,2425,2026-03-06,2016-03-11,0.06716594021009836,0.006778181210643108,0.7647410777915532,0.11660506047794754,20,0.2,0.4008662326862171,4.221953458363737,0.1873955826846907,0.4529558764500997,0.5749819862273328,-4.154787518153639,-0.3,-0.3117852013414535,-0.4583769257493852
600873,df_pre_600873.csv,2425,2026-03-06,2016-03-11,0.08254645183126286,0.008276393528870551,0.43355590617768913,0.06719749200389076,22,0.3181818181818182,1.0084471859924864,1.1027295868138491,0.08029621618204041,0.545635249211944,0.34057363582568956,-1.0201831349825863,-0.18181818181818182,0.11207934303425482,-0.2733761438217988
600028,df_pre_600028.csv,2425,2026-03-06,2016-03-11,0.07407802089999982,0.007453863350036505,0.6009914332393973,0.050140928234884925,16,0.25,0.7946921961342641,4.292307692307692,0.18904805505619593,0.553014553014553,0.617055117185173,-4.218229671407692,-0.25,-0.047976880224844254,-0.5669141889502881
600256,df_pre_600256.csv,2425,2026-03-06,2016-03-11,-0.15611975521771893,-0.017484783305289464,0.6282168575203511,0.022687329076212643,21,0.19047619047619047,0.7223251700574448,1.6081085942777946,0.10474878746192551,0.5431178872966158,0.3993886375160608,-1.7642283494955135,-0.30952380952380953,-0.08509897022373525,-0.37670130843984817
002299,df_pre_002299.csv,2425,2026-03-06,2016-03-11,-0.09952764100189726,-0.010835150254866699,0.5172172580238734,0.015742434644118678,17,0.17647058823529413,0.6983054666888722,0.08054796768183392,0.008082803915776537,0.6660223501767062,0.15262528463683359,-0.18007560868373118,-0.32352941176470584,0.14880509215283277,-0.1368828499927149
000792,df_pre_000792.csv,2425,2026-03-06,2016-03-11,-0.10203699782840814,-0.011121958986913594,0.7533325670287206,0.015367572686248668,14,0.14285714285714285,0.3310995072698968,2.2732978128471735,0.13113911617119722,0.7212787212787213,0.3281609248399746,-2.3753348106755814,-0.35714285714285715,-0.032053845749999366,-0.31279335215372595
000027,df_pre_000027.csv,2425,2026-03-06,2016-03-11,-0.10803291074627785,-0.011810185227601466,0.4937943806518643,-0.02279527900302163,21,0.47619047619047616,0.8501417746300866,0.5619515736996812,0.047431074637315884,0.5384941310935091,0.23762733663564106,-0.669984484445959,-0.023809523809523836,0.04469975044164476,-0.2604226156386627
