参数组合,总收益率(%),年化收益率(%),最大回撤(%),夏普比率,胜率(%),盈亏比,交易次数,超额收益(%),回撤改善(%)
"RSI(9,20,80)",0.7725827208395579,0.059640246463348534,-0.3208730744668321,0.2432884273691037,0.6666666666666665,2.3614695164205295,24,-11.763294424357994,0.15119306814673636
"RSI(14,30,70)",0.853470639581466,0.06443605896121363,-0.4225385191565813,0.262689872542809,0.6666666666666665,2.859170790265526,24,-11.682406505616084,0.049527623456987156
"RSI(21,40,60)",3.4105459361829116,0.16204043828912673,-0.35687487950290925,0.6511507738237915,0.6774193548387096,4.6936230358654285,31,-9.12533120901464,0.11519126311065925
"RSI(14,25,75)",2.090153548548707,0.12094661448651746,-0.39010642801255796,0.5167842963435905,0.8333333333333335,9.528930672201177,18,-10.445723596648845,0.0819597146010105
"RSI(21,35,65)",1.559242083906978,0.0997652526771029,-0.3307825431256951,0.43379972628131114,0.7222222222222221,5.573633129782865,18,-10.976635061290573,0.14128359948787333
买入持有,12.535877145197551,0.3016792858246209,-0.4720661426135685,0.8163818793742695,1.0,-,1,0.0,0.0
