参数组合,总收益率(%),年化收益率(%),最大回撤(%),夏普比率,胜率(%),盈亏比,交易次数,超额收益(%),回撤改善(%)
"RSI(9,20,80)",3.3284198270131817,0.159548577466319,-0.4263874410126533,0.5398047672103228,0.6896551724137931,2.192804806479934,30,1.542414645664958,0.2524785125374349
"RSI(14,30,70)",4.15953248492663,0.18030890834975088,-0.6070984336668679,0.5680918717722924,0.71875,3.4808780508182466,33,2.3735273035784066,0.07176751988322032
"RSI(21,40,60)",0.6228512695228132,0.050133841286341685,-0.5825484860335385,0.21645989319232875,0.5151515151515151,1.5460475402126668,33,-1.1631539118254104,0.09631746751654972
"RSI(14,25,75)",3.977871820233034,0.17604238105824943,-0.44600099927909215,0.5694061578962506,0.75,2.504239544285186,21,2.19186663888481,0.2328649542709961
"RSI(21,35,65)",4.347653325833078,0.18458712556445334,-0.48427647655372397,0.5843861229964226,0.7307692307692306,3.892519791373831,27,2.5616481444848542,0.19458947699636425
买入持有,1.7860051813482238,0.10906483715209436,-0.6788659535500883,0.3846132850750874,1.0,-,1,0.0,0.0
