参数组合,总收益率(%),年化收益率(%),最大回撤(%),夏普比率,胜率(%),盈亏比,交易次数,超额收益(%),回撤改善(%)
"RSI(9,20,80)",0.14891470928844575,0.014877430849073114,-0.3952333602404447,0.03783271441676395,0.6818181818181818,1.137267737063522,22,-9.328021329918277,0.2008824294743455
"RSI(14,30,70)",0.9656826843186586,0.07454555271104057,-0.39987603220286017,0.28282425597643773,0.6666666666666665,1.6183634992827753,27,-8.511253354888066,0.19623975751193
"RSI(21,40,60)",-0.19851865383293943,-0.02326692229810412,-0.7359397533337583,-0.10183727396752579,0.5833333333333334,0.9068913108400063,24,-9.675454693039661,-0.13982396361896804
"RSI(14,25,75)",-0.20277071299403626,-0.023819490158386136,-0.46137087946996336,-0.12248410178694134,0.5294117647058824,0.785766546988909,17,-9.67970675220076,0.13474491024482682
"RSI(21,35,65)",-0.3977390893792243,-0.05251392070680727,-0.6791243156354215,-0.2579507970225116,0.4705882352941176,0.5992957183320213,17,-9.874675128585947,-0.08300852592063138
买入持有,9.476936039206723,0.28391290185237184,-0.5961157897147902,0.7716096270813133,1.0,-,1,0.0,0.0
