参数组合,总收益率(%),年化收益率(%),最大回撤(%),夏普比率,胜率(%),盈亏比,交易次数,超额收益(%),回撤改善(%)
"RSI(9,20,80)",1.6186032042492848,0.10232017269937789,-0.5132430437749557,0.37800966123125695,0.625,1.5475888008565202,33,-1.4827998389347032,0.1133040969865904
"RSI(14,30,70)",8.900975511976664,0.2611317909248412,-0.3562173203044467,0.7785297396920744,0.65625,4.246984657158551,33,5.799572468792676,0.27032982045709936
"RSI(21,40,60)",2.327749088150533,0.1293811022563367,-0.36781244320103357,0.4524987746962773,0.5625,2.7477612787767285,32,-0.7736539550334552,0.2587346975605125
"RSI(14,25,75)",2.0111732586189146,0.11801345221875703,-0.5249892556963808,0.41469734894353655,0.7222222222222221,3.069549366303481,19,-1.0902297845650737,0.10155788506516529
"RSI(21,35,65)",2.26722952446417,0.127285382839875,-0.5109548645024508,0.4479250141105768,0.5714285714285714,2.733901207077696,22,-0.8341735187198185,0.11559227625909528
买入持有,3.1014030431839883,0.1535261582628198,-0.626547140761546,0.4728453129031048,1.0,-,1,0.0,0.0
