参数组合,总收益率(%),年化收益率(%),最大回撤(%),夏普比率,胜率(%),盈亏比,交易次数,超额收益(%),回撤改善(%)
"RSI(9,20,80)",0.2532496456049991,0.02306877247294148,-0.6366998928622778,0.09738717206120028,0.6923076923076923,1.1318991120094364,26,-8.32501122396022,0.10560863866728802
"RSI(14,30,70)",0.45334209352099974,0.03849443776179995,-0.5388173973413218,0.15858827065606612,0.6551724137931035,1.2285258322198396,29,-8.124918776044218,0.20349113418824402
"RSI(21,40,60)",1.2820563272219996,0.08693117342514324,-0.5039127126568544,0.3421095408122101,0.6538461538461539,1.5992071676532766,26,-7.296204542343219,0.23839581887271138
"RSI(14,25,75)",0.0458843781210021,0.004542820031341099,-0.6802290479479481,0.02818375527807456,0.5333333333333333,1.0247061044676047,15,-8.532376491444216,0.062079483581617724
"RSI(21,35,65)",0.6293069363690005,0.05055513609562157,-0.5706994057180552,0.20002032838126937,0.6666666666666665,1.5001203839580304,18,-7.9489539331962185,0.17160912581151058
买入持有,8.578260869565218,0.2564357984420096,-0.7423085315295659,0.6796417393579389,1.0,-,1,0.0,0.0
