参数组合,总收益率(%),年化收益率(%),最大回撤(%),夏普比率,胜率(%),盈亏比,交易次数,超额收益(%),回撤改善(%)
"RSI(9,20,80)",1.6838627543288274,0.10493294229303561,-0.5092341297351719,0.4322971507923616,0.7407407407407408,1.8002596133031368,27,-7.487065914304558,0.1167062452681153
"RSI(14,30,70)",2.166503123447591,0.12355650303311606,-0.4694225900431863,0.5034716386628008,0.7666666666666667,2.1518681920964213,30,-7.004425545185794,0.15651778496010088
"RSI(21,40,60)",0.9390147644315974,0.06921876767419755,-0.5028134337626885,0.27586873831800773,0.6666666666666665,1.7574425431108853,30,-8.231913904201788,0.12312694124059867
"RSI(14,25,75)",4.720354835818201,0.19276452598899674,-0.4550434895210123,0.7835475935468617,0.875,3.3451761729109184,24,-4.450573832815184,0.17089688548227486
"RSI(21,35,65)",3.5404083774594906,0.16523708048357164,-0.46177245194290767,0.6612646653691083,0.8333333333333335,2.970631573817885,24,-5.6305202911738945,0.16416792306037947
买入持有,9.170928668633385,0.26420226226293964,-0.6259403750032871,0.7715559020976981,1.0,-,1,0.0,0.0
