参数组合,总收益率(%),年化收益率(%),最大回撤(%),夏普比率,胜率(%),盈亏比,交易次数,超额收益(%),回撤改善(%)
"RSI(9,20,80)",-0.29740952724900016,-0.035190407805079094,-0.6363382776472405,-0.15785084560566004,0.5357142857142857,0.7431980113463716,29,-0.08699737974357713,0.06629961204100894
"RSI(14,30,70)",2.1836587075529987,0.12471546069777052,-0.6316294323279964,0.4552867588244405,0.6896551724137931,2.606653828056115,29,2.394070855058422,0.07100845736025299
"RSI(21,40,60)",0.5912474537970009,0.048273540238950474,-0.5828396538662257,0.19744123328872407,0.6363636363636364,1.680226504040062,33,0.801659601302424,0.11979823582202372
"RSI(14,25,75)",0.22071158912700084,0.02044704619187243,-0.6086061107184064,0.09064985427829847,0.6470588235294117,1.1968225909314918,17,0.43112373663242387,0.09403177896984297
"RSI(21,35,65)",0.7018677585629998,0.05544829075052227,-0.6270029630316946,0.21970129847542774,0.75,1.645036322411529,25,0.9122799060684227,0.07563492665655482
买入持有,-0.21041214750542303,-0.02369157049212045,-0.7026378896882494,0.016778192411462847,0.0,-,1,0.0,0.0
