日期,股票代码,开盘,最高,最低,收盘,成交量,成交额,异常情况,异常涨跌幅
2016-03-11,601669,5.18974047,5.28166824,5.14795512,5.2649541,19476781,121866822.0,,
2016-03-14,601669,5.33181066,5.42373843,5.29002531,5.35688187,32715600,210431960.0,,
2016-03-15,601669,5.35688187,5.40702429,5.24823996,5.38195308,32046475,204863936.0,,
2016-03-16,601669,5.35688187,5.49059499,5.31509652,5.45716671,67246671,438319968.0,,
2016-03-17,601669,5.49059499,5.54073741,5.41538136,5.49059499,45205391,296703888.0,,
2016-03-18,601669,5.54073741,5.5992369,5.46552378,5.50730913,97552750,645099056.0,,
2016-03-21,601669,5.53238034,5.90844849,5.52402327,5.69116467,120390416,821172480.0,,
2016-03-22,601669,5.62430811,5.66609346,5.54909448,5.59087983,59461323,399175744.0,,
2016-03-23,601669,5.55745155,5.61595104,5.49059499,5.54909448,36338399,240999928.0,,
2016-03-24,601669,5.50730913,5.62430811,5.46552378,5.48223792,37650766,249456760.0,,
2016-03-25,601669,5.47388085,5.52402327,5.4320955,5.49059499,23863574,156490286.0,,
2016-03-28,601669,5.5156662,5.58252276,5.4320955,5.44880964,27826162,183612956.0,,
2016-03-29,601669,5.46552378,5.47388085,5.23152582,5.27331117,42763451,272545984.0,,
2016-03-30,601669,5.33181066,5.40702429,5.29002531,5.39866722,31561396,202626781.0,,
2016-03-31,601669,5.4320955,5.47388085,5.38195308,5.39866722,38508628,249864204.0,,
2016-04-01,601669,5.38195308,5.44045257,5.28166824,5.42373843,35172307,226285852.0,,
2016-04-05,601669,5.39031015,5.90844849,5.38195308,5.62430811,122061947,830324304.0,,
2016-04-06,601669,5.58252276,5.64937932,5.54073741,5.59087983,56827629,380528816.0,,
2016-04-07,601669,5.62430811,5.6828076,5.53238034,5.54073741,50571462,339691984.0,,
2016-04-08,601669,5.49895206,5.5156662,5.34016773,5.4320955,34096589,221860803.0,,
2016-04-11,601669,5.48223792,5.64937932,5.48223792,5.54073741,35591956,237287031.0,,
2016-04-12,601669,5.54073741,5.58252276,5.47388085,5.50730913,23794603,157171681.0,,
2016-04-13,601669,5.54909448,5.69116467,5.54909448,5.58252276,63492909,427941840.0,,
2016-04-14,601669,5.62430811,5.64937932,5.56580862,5.62430811,32698918,219321321.0,,
2016-04-15,601669,5.61595104,5.64937932,5.54073741,5.57416569,27055759,181030485.0,,
2016-04-18,601669,5.54073741,5.54909448,5.46552378,5.47388085,25148817,165199809.0,,
2016-04-19,601669,5.52402327,5.54909448,5.45716671,5.48223792,17181989,112878498.0,,
2016-04-20,601669,5.53238034,5.53238034,5.15631219,5.3485248,46457180,295883904.0,,
2016-04-21,601669,5.27331117,5.3485248,5.22316875,5.23988289,22009684,139183169.0,,
2016-04-22,601669,5.22316875,5.2649541,5.1813834,5.23152582,13873178,86640208.0,,
2016-04-25,601669,5.23988289,5.23988289,5.13959805,5.1813834,11814212,73119644.0,,
2016-04-26,601669,5.20645461,5.30673945,5.18974047,5.25659703,16424902,103046902.0,,
2016-04-27,601669,5.25659703,5.25659703,5.25659703,5.25659703,0,0.0,,
2016-04-28,601669,5.25659703,5.25659703,5.25659703,5.25659703,0,0.0,停牌,
2016-04-29,601669,5.25659703,5.25659703,5.25659703,5.25659703,0,0.0,停牌,
2016-05-03,601669,5.25659703,5.25659703,5.25659703,5.25659703,0,0.0,停牌,
2016-05-04,601669,5.25659703,5.25659703,5.25659703,5.25659703,0,0.0,停牌,
2016-05-05,601669,5.25659703,5.25659703,5.25659703,5.25659703,0,0.0,停牌,
2016-05-06,601669,5.25659703,5.25659703,5.25659703,5.25659703,0,0.0,停牌,
2016-05-09,601669,5.25659703,5.25659703,5.25659703,5.25659703,0,0.0,停牌,
2016-05-10,601669,5.25659703,5.25659703,5.25659703,5.25659703,0,0.0,停牌,
2016-05-11,601669,5.23152582,5.46552378,5.014242,5.24823996,55027224,341806272.0,,
2016-05-12,601669,5.11452684,5.1813834,4.95574251,5.07274149,28629925,174073221.0,,
2016-05-13,601669,5.03095614,5.14795512,5.014242,5.02259907,18251995,110652093.0,,
2016-05-16,601669,5.014242,5.05602735,4.98081372,5.03931321,19132055,114814710.0,,
2016-05-17,601669,5.03931321,5.06438442,4.98917079,5.00588493,14891774,89478400.0,,
2016-05-18,601669,5.00588493,5.00588493,4.83038646,4.92231423,24299827,142627946.0,,
2016-05-19,601669,4.90560009,4.96409958,4.88888595,4.89724302,10350381,60975460.0,,
2016-05-20,601669,4.88052888,4.92231423,4.83038646,4.91395716,14557575,85028362.0,,
2016-05-23,601669,4.9306713,4.95574251,4.88052888,4.91395716,16944136,99705543.0,,
2016-05-24,601669,4.91395716,4.92231423,4.83874353,4.85545767,11553520,67185381.0,,
2016-05-25,601669,4.88052888,4.89724302,4.83038646,4.83874353,12540935,72895649.0,,
2016-05-26,601669,4.82202939,4.87217181,4.75517283,4.81367232,14040644,80599261.0,,
2016-05-27,601669,4.81367232,4.8471006,4.78024404,4.83874353,15213452,87805701.0,,
2016-05-30,601669,4.83038646,4.92231423,4.78860111,4.88052888,18022114,105154260.0,,
2016-05-31,601669,4.85545767,5.03095614,4.8471006,5.02259907,38357044,228552183.0,,
2016-06-01,601669,5.014242,5.0978127,4.98917079,5.00588493,28358874,170828082.0,,
2016-06-02,601669,4.99752786,5.014242,4.94738544,4.98081372,18999318,113106261.0,,
2016-06-03,601669,5.00588493,5.03931321,4.95574251,4.99752786,18632187,111243535.0,,
2016-06-06,601669,4.99752786,5.04767028,4.95574251,4.97245665,16479269,98224350.0,,
2016-06-07,601669,4.98917079,5.00588493,4.95574251,4.97245665,12993513,77403468.0,,
2016-06-08,601669,4.97245665,4.98081372,4.9306713,4.95574251,15705599,93133442.0,,
2016-06-13,601669,4.88888595,4.90560009,4.7635299,4.77188697,22231890,128973240.0,,
2016-06-14,601669,4.7635299,4.80531525,4.73010162,4.77188697,13405770,76504390.0,,
2016-06-15,601669,4.72174455,4.8471006,4.69667334,4.80531525,19497968,111954367.0,,
2016-06-16,601669,4.82202939,4.86381474,4.73845869,4.75517283,28243866,162343752.0,,
2016-06-17,601669,4.75517283,4.80531525,4.71338748,4.73845869,48211764,274064096.0,,
2016-06-20,601669,4.74681576,4.7635299,4.71338748,4.73010162,15708231,88863144.0,,
2016-06-21,601669,4.74681576,4.78024404,4.70503041,4.72174455,22740491,129233634.0,,
2016-06-22,601669,4.71338748,4.74681576,4.70503041,4.74681576,13938784,78854761.0,,
2016-06-23,601669,4.74681576,4.74681576,4.69667334,4.71338748,18026856,101721106.0,,
2016-06-24,601669,4.71338748,4.7635299,4.5128178,4.62981678,31328612,174635213.0,,
2016-06-27,601669,4.60474557,4.66324506,4.5963885,4.65488799,17292290,96103132.0,,
2016-06-28,601669,4.63817385,4.6799592,4.62145971,4.6799592,17725948,98706257.0,,
2016-06-29,601669,4.6799592,4.98081372,4.6799592,4.83038646,68449847,398247216.0,,
2016-06-30,601669,4.83874353,4.8471006,4.74681576,4.77188697,30570972,174696973.0,,
2016-07-01,601669,4.78024404,4.79695818,4.74681576,4.74681576,15522216,88423426.0,,
2016-07-04,601669,4.75517283,4.89724302,4.74681576,4.85545767,37340820,216413688.0,,
2016-07-05,601669,4.85545767,5.05602735,4.8471006,5.014242,81694187,487374096.0,,
2016-07-06,601669,4.97245665,4.97245665,4.88888595,4.9306713,40507626,238610474.0,,
2016-07-07,601669,4.93902837,4.98081372,4.89724302,4.93902837,27090575,160102701.0,,
2016-07-08,601669,4.92231423,4.94738544,4.88888595,4.89724302,19342459,113598989.0,,
2016-07-11,601669,4.92231423,4.95574251,4.88888595,4.90560009,26783628,157733063.0,,
2016-07-12,601669,4.89724302,5.00588493,4.88888595,4.99752786,48050237,284671552.0,,
2016-07-13,601669,5.014242,5.15631219,4.98917079,5.04767028,68384698,415268544.0,,
2016-07-14,601669,5.0391978,5.04766704,4.98838236,5.00532084,31949559,188922863.0,,
2016-07-15,601669,5.04766704,5.09001324,4.98838236,5.01379008,32742392,194638012.0,,
2016-07-18,601669,5.01379008,5.03072856,4.9545054,4.97144388,26926408,158798725.0,,
2016-07-19,601669,4.97144388,5.00532084,4.9545054,4.98838236,16330162,95969094.0,,
2016-07-20,601669,4.97144388,5.03072856,4.97144388,4.9968516,18817405,111151698.0,,
2016-07-21,601669,4.98838236,5.03072856,4.98838236,4.98838236,19186262,113442347.0,,
2016-07-22,601669,4.9968516,4.9968516,4.9121592,4.92909768,21532077,125695240.0,,
2016-07-25,601669,4.92062844,4.9545054,4.90368996,4.92909768,11727199,68179563.0,,
2016-07-26,601669,4.9121592,4.97144388,4.9121592,4.96297464,15885889,92647607.0,,
2016-07-27,601669,4.97144388,5.01379008,4.71736668,4.9121592,42562247,245925038.0,,
2016-07-28,601669,4.87828224,5.00532084,4.84440528,4.93756692,29241704,170259567.0,,
2016-07-29,601669,4.92909768,5.14929792,4.90368996,5.0391978,82677598,494393616.0,,
2016-08-01,601669,4.98838236,5.01379008,4.85287452,4.89522072,49662966,288341952.0,,
2016-08-02,601669,4.89522072,4.92909768,4.869813,4.92062844,19861131,114959790.0,,
2016-08-03,601669,4.90368996,4.9545054,4.88675148,4.9121592,20323453,118001261.0,,
2016-08-04,601669,4.9121592,4.9121592,4.84440528,4.88675148,20555292,118285246.0,,
2016-08-05,601669,4.87828224,4.90368996,4.84440528,4.85287452,17715613,101825979.0,,
2016-08-08,601669,4.84440528,4.92909768,4.8274668,4.92062844,20027330,115534309.0,,
2016-08-09,601669,4.9121592,5.09848248,4.89522072,5.06460552,68212559,406061200.0,,
2016-08-10,601669,5.05613628,5.11542096,5.01379008,5.04766704,36138869,215936158.0,,
2016-08-11,601669,5.02225932,5.06460552,4.97144388,4.97991312,28252872,167295977.0,,
2016-08-12,601669,4.97144388,5.14082868,4.97144388,5.11542096,48132179,287577168.0,,
2016-08-15,601669,5.1662364,5.32715196,5.15776716,5.28480576,116874894,726083040.0,,
2016-08-16,601669,5.27633652,5.55582144,5.24245956,5.40337512,116882680,751503856.0,,
2016-08-17,601669,5.35255968,5.49653676,5.2509288,5.38643664,73600989,466851264.0,,
2016-08-18,601669,5.43725208,5.55582144,5.3356212,5.3779674,64090451,411590896.0,,
2016-08-19,601669,5.35255968,5.61510612,5.293275,5.505006,91355999,589664016.0,,
2016-08-22,601669,5.505006,5.53041372,5.31021348,5.31868272,60652407,387850928.0,,
2016-08-23,601669,5.31868272,5.41184436,5.26786728,5.31868272,30290326,190787551.0,,
2016-08-24,601669,5.31868272,5.39490588,5.30174424,5.31868272,19806219,124943442.0,,
