日期,股票代码,开盘,最高,最低,收盘,成交量,成交额,异常情况,异常涨跌幅
2016-03-11,601998,3.48966035,3.59465898,3.48966035,3.57612981,36776462,211390090.0,,
2016-03-14,601998,3.5823062,3.65024649,3.54524786,3.59465898,56862154,333093216.0,,
2016-03-15,601998,3.59465898,3.705834,3.55142425,3.66259927,59906786,352503104.0,,
2016-03-16,601998,3.61936454,3.73671595,3.60701176,3.67495205,106193447,633272384.0,,
2016-03-17,601998,3.63789371,3.73671595,3.62554093,3.705834,71930388,428180928.0,,
2016-03-18,601998,3.68730483,3.73053956,3.67495205,3.705834,108772663,651614144.0,,
2016-03-21,601998,3.705834,3.81700902,3.69348122,3.76142151,117336331,714669184.0,,
2016-03-22,601998,3.74289234,3.87259653,3.73053956,3.81083263,114552562,707863280.0,,
2016-03-23,601998,3.7675979,3.80465624,3.71818678,3.77377429,62760212,382295312.0,,
2016-03-24,601998,3.75524512,3.75524512,3.69965761,3.705834,43209499,260209088.0,,
2016-03-25,601998,3.68112844,3.71818678,3.66259927,3.69348122,29818699,178209375.0,,
2016-03-28,601998,3.705834,3.73053956,3.63789371,3.6440701,34841945,207886768.0,,
2016-03-29,601998,3.65642288,3.68730483,3.62554093,3.6440701,32160660,190247073.0,,
2016-03-30,601998,3.67495205,3.76142151,3.66259927,3.75524512,57719736,348551408.0,,
2016-03-31,601998,3.77377429,3.78612707,3.71818678,3.74906873,47885030,290483184.0,,
2016-04-01,601998,3.74289234,3.77377429,3.67495205,3.76142151,48848510,295115984.0,,
2016-04-05,601998,3.73053956,3.77995068,3.71201039,3.77377429,59266863,359979680.0,,
2016-04-06,601998,3.74906873,3.76142151,3.705834,3.73053956,40434730,244507887.0,,
2016-04-07,601998,3.73053956,3.74289234,3.68112844,3.68112844,36116990,216761121.0,,
2016-04-08,601998,3.68112844,3.71818678,3.65642288,3.68730483,32473107,194241717.0,,
2016-04-11,601998,3.68112844,3.75524512,3.68112844,3.72436317,36021339,217463128.0,,
