日期,股票代码,股票名称,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,异常情况,异常涨跌幅
2016-03-11,600019,宝钢股份,1.84,1.87,1.91,1.79,332132,170933121.0,6.42,0.0,0.0,0.2,,
2016-03-14,600019,宝钢股份,1.91,1.95,2.03,1.87,576778,304310576.0,8.56,4.28,0.08,0.35,,
2016-03-15,600019,宝钢股份,1.94,1.88,1.94,1.84,473363,245208096.0,5.13,-3.59,-0.07,0.29,,
2016-03-16,600019,宝钢股份,1.88,1.9,1.91,1.83,379182,196722825.0,4.26,1.06,0.02,0.23,,
2016-03-17,600019,宝钢股份,1.89,1.94,1.98,1.87,593864,311189712.0,5.79,2.11,0.04,0.36,,
2016-03-18,600019,宝钢股份,1.97,2.06,2.07,1.94,697771,371967456.0,6.7,6.19,0.12,0.42,,
2016-03-21,600019,宝钢股份,2.05,2.13,2.14,2.04,892255,481796496.0,4.85,3.4,0.07,0.54,,
2016-03-22,600019,宝钢股份,2.07,2.02,2.08,1.98,698861,373215008.0,4.69,-5.16,-0.11,0.43,,
2016-03-23,600019,宝钢股份,2.04,2.04,2.07,1.99,437628,233772715.0,3.96,0.99,0.02,0.27,,
2016-03-24,600019,宝钢股份,2.01,1.93,2.01,1.92,411584,217040673.0,4.41,-5.39,-0.11,0.25,,
2016-03-25,600019,宝钢股份,1.93,1.92,1.95,1.88,312249,163162610.0,3.63,-0.52,-0.01,0.19,,
2016-03-28,600019,宝钢股份,1.93,1.89,1.97,1.85,312125,163218981.0,6.25,-1.56,-0.03,0.19,,
2016-03-29,600019,宝钢股份,1.89,1.82,1.9,1.79,315399,162050321.0,5.82,-3.7,-0.07,0.19,,
2016-03-30,600019,宝钢股份,1.88,1.95,1.96,1.85,417212,218099913.0,6.04,7.14,0.13,0.25,,
2016-03-31,600019,宝钢股份,1.95,1.94,1.97,1.91,407354,214035528.0,3.08,-0.51,-0.01,0.25,,
2016-04-01,600019,宝钢股份,1.93,2.01,2.07,1.92,541092,286812656.0,7.73,3.61,0.07,0.33,,
2016-04-05,600019,宝钢股份,1.99,2.07,2.07,1.97,558787,298529456.0,4.98,2.99,0.06,0.34,,
2016-04-06,600019,宝钢股份,2.06,2.02,2.11,2.0,379502,203439746.0,5.31,-2.42,-0.05,0.23,,
2016-04-07,600019,宝钢股份,2.04,2.05,2.14,1.96,654678,352295376.0,8.91,1.49,0.03,0.4,,
2016-04-08,600019,宝钢股份,2.02,2.2,2.32,2.0,1532312,845046448.0,15.61,7.32,0.15,0.93,,
2016-04-11,600019,宝钢股份,2.36,2.55,2.71,2.36,1785454,1048287056.0,15.91,15.91,0.35,1.09,价格异常,15.909090909090896
2016-04-12,600019,宝钢股份,2.5,2.6,2.81,2.44,1297658,772930512.0,14.51,1.96,0.05,0.79,,
2016-04-13,600019,宝钢股份,2.71,2.6,2.84,2.59,1397984,847632736.0,9.62,0.0,0.0,0.85,,
2016-04-14,600019,宝钢股份,2.69,2.64,2.73,2.51,517534,306664592.0,8.46,1.54,0.04,0.32,,
2016-04-15,600019,宝钢股份,2.65,2.51,2.66,2.44,629455,365351472.0,8.33,-4.92,-0.13,0.38,,
2016-04-18,600019,宝钢股份,2.53,2.48,2.54,2.37,588346,338256512.0,6.77,-1.2,-0.03,0.36,,
2016-04-19,600019,宝钢股份,2.49,2.54,2.57,2.41,514467,298323632.0,6.45,2.42,0.06,0.31,,
2016-04-20,600019,宝钢股份,2.66,2.49,2.71,2.33,705085,410906560.0,14.96,-1.97,-0.05,0.43,,
2016-04-21,600019,宝钢股份,2.51,2.55,2.67,2.42,762061,447788736.0,10.04,2.41,0.06,0.46,,
2016-04-22,600019,宝钢股份,2.4,2.39,2.49,2.29,581464,329751936.0,7.84,-6.27,-0.16,0.35,,
2016-04-25,600019,宝钢股份,2.36,2.47,2.53,2.33,517227,297063968.0,8.37,3.35,0.08,0.31,,
2016-04-26,600019,宝钢股份,2.44,2.46,2.53,2.39,269119,154690476.0,5.67,-0.4,-0.01,0.16,,
2016-04-27,600019,宝钢股份,2.45,2.38,2.46,2.35,297055,169028998.0,4.47,-3.25,-0.08,0.18,,
2016-04-28,600019,宝钢股份,2.36,2.25,2.39,2.22,425324,237666960.0,7.14,-5.46,-0.13,0.26,,
2016-04-29,600019,宝钢股份,2.25,2.26,2.33,2.21,243859,136410381.0,5.33,0.44,0.01,0.15,,
2016-05-03,600019,宝钢股份,2.27,2.33,2.34,2.25,317171,178136630.0,3.98,3.1,0.07,0.19,,
2016-05-04,600019,宝钢股份,2.31,2.29,2.34,2.22,473378,264377930.0,5.15,-1.72,-0.04,0.29,,
2016-05-05,600019,宝钢股份,2.29,2.25,2.29,2.23,247974,137989456.0,2.62,-1.75,-0.04,0.15,,
2016-05-06,600019,宝钢股份,2.24,2.1,2.26,2.08,488361,267153333.0,8.0,-6.67,-0.15,0.3,,
2016-05-09,600019,宝钢股份,2.05,1.86,2.07,1.81,610263,318353200.0,12.38,-11.43,-0.24,0.37,价格异常,-11.428571428571432
2016-05-10,600019,宝钢股份,1.86,1.9,1.93,1.84,259060,134747582.0,4.84,2.15,0.04,0.16,,
2016-05-11,600019,宝钢股份,1.91,1.91,1.94,1.84,212997,110828774.0,5.26,0.53,0.01,0.13,,
2016-05-12,600019,宝钢股份,1.87,1.94,2.0,1.81,264923,138296951.0,9.95,1.57,0.03,0.16,,
2016-05-13,600019,宝钢股份,1.91,1.92,1.97,1.89,169535,88810281.0,4.12,-1.03,-0.02,0.1,,
2016-05-16,600019,宝钢股份,1.87,1.89,1.91,1.84,294724,152423654.0,3.65,-1.56,-0.03,0.18,,
2016-05-17,600019,宝钢股份,1.89,1.94,2.0,1.87,351316,184661867.0,6.88,2.65,0.05,0.21,,
2016-05-18,600019,宝钢股份,1.89,1.84,1.9,1.8,340980,175556816.0,5.15,-5.15,-0.1,0.21,,
2016-05-19,600019,宝钢股份,1.86,1.88,1.94,1.85,215106,112024496.0,4.89,2.17,0.04,0.13,,
2016-05-20,600019,宝钢股份,1.84,1.9,1.91,1.82,159978,82936265.0,4.79,1.06,0.02,0.1,,
2016-05-23,600019,宝钢股份,1.9,1.91,1.93,1.86,175426,91361768.0,3.68,0.53,0.01,0.11,,
2016-05-24,600019,宝钢股份,1.89,1.85,1.89,1.83,155888,80405694.0,3.14,-3.14,-0.06,0.09,,
2016-05-25,600019,宝钢股份,1.88,1.86,1.9,1.84,115854,59963988.0,3.24,0.54,0.01,0.07,,
2016-05-26,600019,宝钢股份,1.84,1.86,1.88,1.8,121839,62661821.0,4.3,0.0,0.0,0.07,,
2016-05-27,600019,宝钢股份,1.84,1.9,1.98,1.83,191929,99790329.0,8.06,2.15,0.04,0.12,,
2016-05-30,600019,宝钢股份,1.87,1.87,1.9,1.83,158608,81980134.0,3.68,-1.58,-0.03,0.1,,
2016-05-31,600019,宝钢股份,1.87,1.98,1.99,1.86,478013,251220037.0,6.95,5.88,0.11,0.29,,
2016-06-01,600019,宝钢股份,1.96,1.95,1.99,1.93,376346,198084826.0,3.03,-1.52,-0.03,0.23,,
2016-06-02,600019,宝钢股份,1.95,1.94,1.95,1.91,219125,114830155.0,2.05,-0.51,-0.01,0.13,,
2016-06-03,600019,宝钢股份,1.94,1.94,1.95,1.9,232849,121947385.0,2.58,0.0,0.0,0.14,,
2016-06-06,600019,宝钢股份,1.94,1.95,1.96,1.9,264029,138375950.0,3.09,0.52,0.01,0.16,,
2016-06-07,600019,宝钢股份,1.94,1.92,1.95,1.9,182198,95316521.0,2.56,-1.54,-0.03,0.11,,
