日期,股票代码,开盘,最高,最低,收盘,成交量,成交额
2016-03-11,601006,3.684234,3.706002,3.613488,3.662466,63254827,424030544.0
2016-03-14,601006,3.667908,3.75498,3.667908,3.722328,59775698,408737584.0
2016-03-15,601006,3.706002,3.776748,3.67335,3.75498,74014498,506514288.0
2016-03-16,601006,3.733212,3.793074,3.733212,3.787632,102523977,710063616.0
2016-03-17,601006,3.793074,3.814842,3.744096,3.787632,57613945,400911216.0
2016-03-18,601006,3.798516,3.847494,3.78219,3.814842,121033256,847861536.0
2016-03-21,601006,3.831168,3.896472,3.814842,3.842052,162869988,1149743712.0
2016-03-22,601006,3.825726,3.842052,3.798516,3.803958,73590242,515808384.0
2016-03-23,601006,3.798516,3.814842,3.760422,3.776748,66139241,459346768.0
2016-03-24,601006,3.744096,3.749538,3.70056,3.706002,72793432,497924176.0
2016-03-25,601006,3.711444,3.722328,3.689676,3.711444,42813289,291641664.0
2016-03-28,601006,3.716886,3.738654,3.684234,3.695118,56289211,384356928.0
2016-03-29,601006,3.695118,3.706002,3.64614,3.657024,52388535,353798608.0
2016-03-30,601006,3.67335,3.749538,3.67335,3.733212,75433827,515353520.0
2016-03-31,601006,3.749538,3.776748,3.72777,3.738654,67840893,467402768.0
2016-04-01,601006,3.738654,3.831168,3.72777,3.787632,108600773,754584496.0
2016-04-05,601006,3.760422,3.8094,3.738654,3.803958,93022095,645977568.0
2016-04-06,601006,3.78219,3.820284,3.776748,3.798516,73312440,511836144.0
2016-04-07,601006,3.814842,3.814842,3.744096,3.749538,64080157,444402208.0
2016-04-08,601006,3.72777,3.738654,3.678792,3.706002,52872204,360724160.0
2016-04-11,601006,3.716886,3.771306,3.711444,3.75498,51330049,354340976.0
2016-04-12,601006,3.70056,3.716886,3.657024,3.678792,107231782,724748272.0
2016-04-13,601006,3.689676,3.760422,3.684234,3.72777,101736523,697408080.0
2016-04-14,601006,3.738654,3.749538,3.706002,3.733212,61308962,419526416.0
2016-04-15,601006,3.738654,3.738654,3.711444,3.722328,37654834,257466632.0
2016-04-18,601006,3.70056,3.706002,3.662466,3.662466,54403956,367605712.0
2016-04-19,601006,3.678792,3.689676,3.64614,3.667908,44076684,296543728.0
2016-04-20,601006,3.667908,3.67335,3.5373,3.61893,114231684,754157104.0
2016-04-21,601006,3.59172,3.602604,3.542742,3.56451,45359342,297848944.0
2016-04-22,601006,3.553626,3.575394,3.542742,3.569952,34045455,222793818.0
2016-04-25,601006,3.559068,3.569952,3.548184,3.559068,29375310,192120126.0
2016-04-26,601006,3.56451,3.580836,3.559068,3.569952,22051281,144628146.0
2016-04-27,601006,3.575394,3.580836,3.553626,3.56451,30040288,196898471.0
2016-04-28,601006,3.569952,3.608046,3.553626,3.575394,48024950,315642544.0
2016-04-29,601006,3.569952,3.575394,3.553626,3.559068,30686641,200857502.0
2016-05-03,601006,3.56451,3.597162,3.548184,3.597162,66237026,435531552.0
2016-05-04,601006,3.580836,3.608046,3.575394,3.59172,41758674,275354400.0
2016-05-05,601006,3.586278,3.597162,3.575394,3.586278,29016696,191104689.0
2016-05-06,601006,3.586278,3.59172,3.515532,3.520974,68676533,448420224.0
2016-05-09,601006,3.515532,3.515532,3.433902,3.444786,58507034,372371136.0
2016-05-10,601006,3.439344,3.488322,3.433902,3.477438,50471610,321687328.0
2016-05-11,601006,3.48288,3.548184,3.450228,3.499206,42548293,273179168.0
2016-05-12,601006,3.477438,3.493764,3.439344,3.488322,33628121,214207425.0
2016-05-13,601006,3.488322,3.531858,3.466554,3.515532,37549119,241892002.0
2016-05-16,601006,3.504648,3.531858,3.477438,3.520974,24549791,158461465.0
2016-05-17,601006,3.520974,3.526416,3.488322,3.499206,21016753,135260561.0
2016-05-18,601006,3.488322,3.493764,3.439344,3.461112,42014865,267309653.0
2016-05-19,601006,3.466554,3.477438,3.444786,3.45567,19245100,122447621.0
2016-05-20,601006,3.444786,3.461112,3.433902,3.45567,23535696,149111594.0
2016-05-23,601006,3.45567,3.471996,3.444786,3.461112,28327652,179923837.0
2016-05-24,601006,3.45567,3.45567,3.433902,3.450228,21289388,134683952.0
2016-05-25,601006,3.45567,3.471996,3.439344,3.450228,17290204,109776561.0
2016-05-26,601006,3.450228,3.45567,3.42846,3.444786,24928615,157668031.0
2016-05-27,601006,3.444786,3.461112,3.439344,3.450228,19624160,124499512.0
2016-05-30,601006,3.450228,3.48288,3.444786,3.466554,30578029,194749510.0
2016-05-31,601006,3.461112,3.542742,3.45567,3.5373,64494104,417058640.0
2016-06-01,601006,3.531858,3.548184,3.520974,3.526416,35728830,231787394.0
2016-06-02,601006,3.520974,3.531858,3.51009,3.520974,21602548,139654445.0
2016-06-03,601006,3.526416,3.5373,3.51009,3.531858,33037193,214025394.0
2016-06-06,601006,3.526416,3.5373,3.504648,3.515532,21736718,140480378.0
2016-06-07,601006,3.515532,3.520974,3.499206,3.51009,19161321,123527666.0
2016-06-08,601006,3.51009,3.51009,3.48288,3.499206,22629541,145409102.0
2016-06-13,601006,3.48288,3.48288,3.439344,3.450228,50913617,323791680.0
2016-06-14,601006,3.450228,3.45567,3.439344,3.45567,21549226,136483744.0
2016-06-15,601006,3.439344,3.493764,3.433902,3.471996,36056644,229844593.0
2016-06-16,601006,3.466554,3.471996,3.439344,3.45567,30603821,194150189.0
2016-06-17,601006,3.450228,3.471996,3.450228,3.461112,29065565,184861375.0
2016-06-20,601006,3.461112,3.466554,3.444786,3.461112,16876956,107136201.0
2016-06-21,601006,3.466554,3.48288,3.450228,3.45567,24477075,155757202.0
2016-06-22,601006,3.45567,3.471996,3.450228,3.466554,21740603,138175233.0
2016-06-23,601006,3.461112,3.466554,3.450228,3.45567,20193832,128364342.0
2016-06-24,601006,3.45567,3.471996,3.384924,3.433902,54728291,345775920.0
2016-06-27,601006,3.423018,3.461112,3.423018,3.45567,26477812,167730873.0
2016-06-28,601006,3.444786,3.461112,3.433902,3.461112,34513670,218494816.0
2016-06-29,601006,3.461112,3.51009,3.461112,3.488322,51026656,326899712.0
2016-06-30,601006,3.515532,3.520974,3.488322,3.504648,53692012,345894240.0
2016-07-01,601006,3.51009,3.520974,3.499206,3.504648,31605252,203719601.0
2016-07-04,601006,3.504648,3.569952,3.488322,3.56451,56068131,365267072.0
2016-07-05,601006,3.569952,3.597162,3.559068,3.597162,63474856,417856608.0
2016-07-06,601006,3.59172,3.602604,3.569952,3.59172,70691867,465697488.0
2016-07-07,601006,3.59171685,3.59755704,3.53915514,3.55667571,78911717,480902656.0
2016-07-08,601006,3.55667571,3.55667571,3.52747476,3.52747476,33330420,201913964.0
2016-07-11,601006,3.52163457,3.53915514,3.504114,3.50995419,55047716,331986160.0
2016-07-12,601006,3.50995419,3.5625159,3.49827381,3.55667571,81171796,490894112.0
2016-07-13,601006,3.56835609,3.59171685,3.55083552,3.5625159,66198971,404662176.0
2016-07-14,601006,3.5625159,3.58587666,3.55083552,3.56835609,46203958,282383744.0
2016-07-15,601006,3.56835609,3.59171685,3.55667571,3.56835609,34304595,209850859.0
2016-07-18,601006,3.5625159,3.58003647,3.55083552,3.5625159,26127399,159481790.0
2016-07-19,601006,3.5625159,3.56835609,3.53915514,3.55667571,24915773,151596947.0
2016-07-20,601006,3.55083552,3.55667571,3.53915514,3.54499533,17101444,103843200.0
2016-07-21,601006,3.54499533,3.5625159,3.53915514,3.55083552,22308839,135684442.0
2016-07-22,601006,3.54499533,3.54499533,3.50995419,3.51579438,40315594,243161324.0
2016-07-25,601006,3.51579438,3.53331495,3.50995419,3.52163457,26984559,162662940.0
2016-07-26,601006,3.51579438,3.55083552,3.51579438,3.55083552,29311873,177456428.0
2016-07-27,601006,3.55083552,3.5625159,3.49243362,3.54499533,56393718,340283328.0
2016-07-28,601006,3.52747476,3.59171685,3.51579438,3.58003647,79314851,484891088.0
2016-07-29,601006,3.58003647,3.63259818,3.57419628,3.59171685,83762081,517085968.0
2016-08-01,601006,3.60339723,3.62675799,3.56835609,3.59171685,55695233,342645552.0
2016-08-02,601006,3.59171685,3.59171685,3.53915514,3.58587666,39311834,239625416.0
2016-08-03,601006,3.56835609,3.58003647,3.55083552,3.58003647,28067262,171400160.0
2016-08-04,601006,3.58003647,3.58587666,3.55083552,3.57419628,21649230,132259157.0
2016-08-05,601006,3.5625159,3.58587666,3.55667571,3.56835609,20493711,125311065.0
2016-08-08,601006,3.58003647,3.58587666,3.55667571,3.58003647,32927100,201443834.0
2016-08-09,601006,3.57419628,3.70268046,3.57419628,3.65595894,100368354,625725344.0
2016-08-10,601006,3.64427856,3.66179913,3.62675799,3.63843837,43168136,269526400.0
2016-08-11,601006,3.64427856,3.69100008,3.63259818,3.66179913,69208839,434819216.0
2016-08-12,601006,3.66763932,3.76108236,3.65595894,3.75524217,97465230,621837600.0
2016-08-15,601006,3.74940198,3.8545254,3.73188141,3.83700483,119136616,777811648.0
2016-08-16,601006,3.84284502,3.86036559,3.79028331,3.81364407,67988025,443808528.0
2016-08-17,601006,3.81364407,3.81948426,3.78444312,3.7961235,32585735,212052762.0
2016-08-18,601006,3.78444312,3.81364407,3.74356179,3.76108236,49204287,317747120.0
2016-08-19,601006,3.75524217,3.77276274,3.72604122,3.76692255,31884446,204803039.0
2016-08-22,601006,3.78444312,3.79028331,3.72020103,3.72604122,33283653,213997750.0
2016-08-23,601006,3.7377216,3.74940198,3.71436084,3.7377216,29046000,185651266.0
2016-08-24,601006,3.73188141,3.74356179,3.72020103,3.73188141,21594285,137997982.0
2016-08-25,601006,3.72604122,3.72604122,3.69100008,3.70852065,29417621,186662727.0
2016-08-26,601006,3.71436084,3.73188141,3.69100008,3.69684027,25996996,165270113.0
2016-08-29,601006,3.69100008,3.70268046,3.67347951,3.6793197,30750993,193740226.0
2016-08-30,601006,3.68515989,3.69100008,3.66179913,3.68515989,36205306,228057846.0
2016-08-31,601006,3.6793197,3.69684027,3.66179913,3.69684027,23182091,146088629.0
2016-09-01,601006,3.6793197,3.69684027,3.66763932,3.67347951,21335179,134528155.0
2016-09-02,601006,3.67347951,3.72604122,3.66179913,3.71436084,36838927,233018652.0
2016-09-05,601006,3.70852065,3.72604122,3.70268046,3.70852065,19192241,122002092.0
2016-09-06,601006,3.70852065,3.74940198,3.69100008,3.72604122,27441386,174975590.0
2016-09-07,601006,3.72020103,3.7377216,3.70852065,3.71436084,21279877,135581052.0
2016-09-08,601006,3.71436084,3.71436084,3.69100008,3.70268046,15082802,95609916.0
2016-09-09,601006,3.70268046,3.71436084,3.69100008,3.69100008,15756000,99928224.0
2016-09-12,601006,3.65011875,3.66763932,3.59171685,3.65595894,64085133,398129264.0
2016-09-13,601006,3.64427856,3.65011875,3.60339723,3.63843837,22390662,139141960.0
2016-09-14,601006,3.61507761,3.63259818,3.60339723,3.60923742,20683205,127957575.0
2016-09-19,601006,3.60923742,3.62675799,3.60339723,3.61507761,17819735,110286062.0
2016-09-20,601006,3.61507761,3.6209178,3.59755704,3.60923742,15014902,92766158.0
2016-09-21,601006,3.61507761,3.6209178,3.60339723,3.61507761,13362768,82628035.0
2016-09-22,601006,3.6209178,3.64427856,3.61507761,3.63843837,19550824,121661320.0
2016-09-23,601006,3.65595894,3.66763932,3.63843837,3.65011875,19131926,119677454.0
2016-09-26,601006,3.63843837,3.66179913,3.61507761,3.6209178,30624763,191223670.0
2016-09-27,601006,3.61507761,3.63843837,3.60923742,3.63843837,14297848,88658462.0
2016-09-28,601006,3.64427856,3.65011875,3.63259818,3.63259818,12095403,75372318.0
2016-09-29,601006,3.64427856,3.73188141,3.63843837,3.71436084,58568722,371711712.0
2016-09-30,601006,3.70268046,3.73188141,3.69100008,3.70268046,18239900,115808293.0
2016-10-10,601006,3.75524217,3.80780388,3.75524217,3.79028331,56974363,369635024.0
2016-10-11,601006,3.81364407,3.81948426,3.77276274,3.79028331,44133843,286924432.0
2016-10-12,601006,3.7961235,3.7961235,3.74356179,3.75524217,22315739,143684227.0
2016-10-13,601006,3.75524217,3.78444312,3.74356179,3.77276274,17144826,110607965.0
2016-10-14,601006,3.77276274,3.80196369,3.75524217,3.7961235,25057054,162223002.0
2016-10-17,601006,3.80196369,3.80196369,3.75524217,3.76108236,24214458,156955309.0
2016-10-18,601006,3.75524217,3.8545254,3.74940198,3.83116464,51262686,334269248.0
2016-10-19,601006,3.82532445,3.86620578,3.80196369,3.81364407,36154629,237591640.0
2016-10-20,601006,3.81364407,3.84284502,3.7961235,3.83116464,28686661,187667391.0
2016-10-21,601006,3.82532445,3.99468996,3.81948426,3.94796844,88132787,592354272.0
2016-10-24,601006,3.94796844,4.10565357,3.93628806,4.04725167,117471536,812864112.0
2016-10-25,601006,4.07061243,4.07061243,3.97716939,4.02389091,47237831,324368016.0
2016-10-26,601006,4.01221053,4.05309186,3.96548901,3.97716939,35330439,242888859.0
2016-10-27,601006,3.97716939,3.97716939,3.90708711,3.95380863,33696714,227172212.0
2016-10-28,601006,3.94796844,4.03557129,3.94796844,3.98884977,41554210,284834288.0
2016-10-31,601006,3.9713292,3.98884977,3.92460768,3.95964882,25988348,176085567.0
2016-11-01,601006,3.96548901,3.98300958,3.9129273,3.94796844,21268436,143496136.0
2016-11-02,601006,3.92460768,3.9713292,3.91876749,3.93628806,20118330,135936108.0
2016-11-03,601006,3.92460768,4.01805072,3.9129273,3.97716939,26070210,176853814.0
2016-11-04,601006,3.9713292,4.02389091,3.95964882,4.00637034,23989475,164114680.0
2016-11-07,601006,3.99468996,4.04725167,3.97716939,4.01221053,20293618,139546026.0
2016-11-08,601006,4.01221053,4.09981338,4.01221053,4.04725167,42662816,296925152.0
2016-11-09,601006,4.04141148,4.05893205,3.92460768,3.99468996,48834209,332982848.0
2016-11-10,601006,4.01805072,4.12317414,4.01805072,4.12317414,73400962,514303728.0
2016-11-11,601006,4.12317414,4.21661718,4.07645262,4.12317414,91415753,651742400.0
2016-11-14,601006,4.11733395,4.26917889,4.11149376,4.24581813,83731430,604861696.0
2016-11-15,601006,4.23997794,4.29253965,4.16405547,4.18157604,49644024,357797776.0
2016-11-16,601006,4.18741623,4.19909661,4.10565357,4.13485452,31593855,223977798.0
