日期,股票代码,股票名称,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2016-03-11,600018,上港集团,3.34,3.4,3.41,3.3,145707,73194766.0,3.25,0.59,0.02,0.06
2016-03-14,600018,上港集团,3.44,3.42,3.54,3.41,367009,188178267.0,3.82,0.59,0.02,0.16
2016-03-15,600018,上港集团,3.41,3.4,3.44,3.34,234464,118117744.0,2.92,-0.58,-0.02,0.1
2016-03-16,600018,上港集团,3.39,3.47,3.49,3.37,516579,264452043.0,3.53,2.06,0.07,0.23
2016-03-17,600018,上港集团,3.48,3.5,3.52,3.44,335708,172312116.0,2.31,0.86,0.03,0.15
2016-03-18,600018,上港集团,3.49,3.48,3.54,3.45,839800,433085968.0,2.57,-0.57,-0.02,0.37
2016-03-21,600018,上港集团,3.49,3.52,3.55,3.48,717563,370865232.0,2.01,1.15,0.04,0.32
2016-03-22,600018,上港集团,3.5,3.48,3.52,3.45,337654,173728737.0,1.99,-1.14,-0.04,0.15
2016-03-23,600018,上港集团,3.48,3.48,3.5,3.45,195643,100454240.0,1.44,0.0,0.0,0.09
2016-03-24,600018,上港集团,3.46,3.39,3.47,3.38,273305,138832797.0,2.59,-2.59,-0.09,0.12
2016-03-25,600018,上港集团,3.39,3.44,3.46,3.38,156820,79724130.0,2.36,1.47,0.05,0.07
2016-03-28,600018,上港集团,3.44,3.46,3.52,3.44,272866,139846300.0,2.33,0.58,0.02,0.12
2016-03-29,600018,上港集团,3.47,3.34,3.47,3.31,234058,118104905.0,4.62,-3.47,-0.12,0.1
2016-03-30,600018,上港集团,3.36,3.44,3.45,3.36,242846,123280873.0,2.69,2.99,0.1,0.11
2016-03-31,600018,上港集团,3.47,3.89,3.92,3.44,1521420,817102848.0,13.95,13.08,0.45,0.67
2016-04-01,600018,上港集团,3.74,3.77,3.88,3.64,997576,539894704.0,6.17,-3.08,-0.12,0.44
2016-04-05,600018,上港集团,3.71,3.74,3.77,3.62,699611,375247280.0,3.98,-0.8,-0.03,0.31
2016-04-06,600018,上港集团,3.69,3.66,3.72,3.63,426711,227639649.0,2.41,-2.14,-0.08,0.19
2016-04-07,600018,上港集团,3.68,3.58,3.71,3.57,340591,179989129.0,3.83,-2.19,-0.08,0.15
2016-04-08,600018,上港集团,3.54,3.55,3.62,3.5,260871,136126380.0,3.35,-0.84,-0.03,0.11
2016-04-11,600018,上港集团,3.57,3.6,3.63,3.56,249518,131454542.0,1.97,1.41,0.05,0.11
2016-04-12,600018,上港集团,3.63,3.57,3.63,3.54,192019,100461488.0,2.5,-0.83,-0.03,0.08
2016-04-13,600018,上港集团,3.6,3.64,3.72,3.59,488128,260082428.0,3.64,1.96,0.07,0.21
2016-04-14,600018,上港集团,3.68,3.65,3.7,3.59,255211,135042758.0,3.02,0.27,0.01,0.11
2016-04-15,600018,上港集团,3.65,3.6,3.67,3.59,199376,105132170.0,2.19,-1.37,-0.05,0.09
2016-04-18,600018,上港集团,3.59,3.52,3.59,3.51,189459,98320486.0,2.22,-2.22,-0.08,0.08
2016-04-19,600018,上港集团,3.55,3.54,3.57,3.5,135387,70269787.0,1.99,0.57,0.02,0.06
2016-04-20,600018,上港集团,3.54,3.45,3.56,3.24,456390,230891519.0,9.04,-2.54,-0.09,0.2
2016-04-21,600018,上港集团,3.41,3.35,3.43,3.34,167023,84331082.0,2.61,-2.9,-0.1,0.07
2016-04-22,600018,上港集团,3.35,3.36,3.39,3.29,122659,61284800.0,2.99,0.3,0.01,0.05
2016-04-25,600018,上港集团,3.34,3.31,3.35,3.27,101584,50405280.0,2.38,-1.49,-0.05,0.04
2016-04-26,600018,上港集团,3.32,3.32,3.34,3.29,85957,42740896.0,1.51,0.3,0.01,0.04
2016-04-27,600018,上港集团,3.33,3.29,3.34,3.29,97100,48272009.0,1.51,-0.9,-0.03,0.04
2016-04-28,600018,上港集团,3.32,3.26,3.33,3.24,129305,63746165.0,2.74,-0.91,-0.03,0.06
2016-04-29,600018,上港集团,3.26,3.25,3.27,3.22,91715,45064246.0,1.53,-0.31,-0.01,0.04
2016-05-03,600018,上港集团,3.26,3.37,3.38,3.23,194453,96930280.0,4.62,3.69,0.12,0.09
2016-05-04,600018,上港集团,3.35,3.37,3.39,3.33,160591,80744775.0,1.78,0.0,0.0,0.07
2016-05-05,600018,上港集团,3.37,3.4,3.41,3.35,167259,84429272.0,1.78,0.89,0.03,0.07
2016-05-06,600018,上港集团,3.42,3.28,3.42,3.27,247569,124063896.0,4.41,-3.53,-0.12,0.11
2016-05-09,600018,上港集团,3.27,3.15,3.28,3.11,193020,93087920.0,5.18,-3.96,-0.13,0.08
2016-05-10,600018,上港集团,3.16,3.29,3.37,3.16,302512,149250386.0,6.67,4.44,0.14,0.13
2016-05-11,600018,上港集团,3.3,3.33,3.34,3.22,207381,102409822.0,3.65,1.22,0.04,0.09
2016-05-12,600018,上港集团,3.32,3.4,3.48,3.23,319289,160963470.0,7.51,2.1,0.07,0.14
2016-05-13,600018,上港集团,3.36,3.33,3.45,3.32,159156,80102606.0,3.82,-2.06,-0.07,0.07
2016-05-16,600018,上港集团,3.3,3.46,3.47,3.26,351344,177242026.0,6.31,3.9,0.13,0.15
2016-05-17,600018,上港集团,3.44,3.45,3.46,3.38,182725,92792406.0,2.31,-0.29,-0.01,0.08
2016-05-18,600018,上港集团,3.39,3.44,3.47,3.33,260462,132193483.0,4.06,-0.29,-0.01,0.11
2016-05-19,600018,上港集团,3.42,3.46,3.52,3.41,272571,139869168.0,3.2,0.58,0.02,0.12
2016-05-20,600018,上港集团,3.42,3.43,3.47,3.4,111611,56839282.0,2.02,-0.87,-0.03,0.05
2016-05-23,600018,上港集团,3.43,3.49,3.52,3.43,168785,86871646.0,2.62,1.75,0.06,0.07
2016-05-24,600018,上港集团,3.5,3.46,3.5,3.42,107210,54751396.0,2.29,-0.86,-0.03,0.05
2016-05-25,600018,上港集团,3.49,3.42,3.5,3.42,94379,48356545.0,2.31,-1.16,-0.04,0.04
2016-05-26,600018,上港集团,3.42,3.41,3.45,3.35,120485,60938278.0,2.92,-0.29,-0.01,0.05
2016-05-27,600018,上港集团,3.41,3.41,3.43,3.38,79379,40244469.0,1.47,0.0,0.0,0.03
2016-05-30,600018,上港集团,3.42,3.45,3.46,3.36,97075,49324621.0,2.93,1.17,0.04,0.04
2016-05-31,600018,上港集团,3.45,3.58,3.6,3.42,359848,187480428.0,5.22,3.77,0.13,0.16
2016-06-01,600018,上港集团,3.58,3.55,3.61,3.55,159563,83629426.0,1.68,-0.84,-0.03,0.07
2016-06-02,600018,上港集团,3.57,3.54,3.57,3.5,132002,68498280.0,1.97,-0.28,-0.01,0.06
2016-06-03,600018,上港集团,3.56,3.55,3.56,3.5,108559,56337820.0,1.69,0.28,0.01,0.05
2016-06-06,600018,上港集团,3.55,3.51,3.55,3.5,85962,44574516.0,1.41,-1.13,-0.04,0.04
2016-06-07,600018,上港集团,3.5,3.51,3.54,3.5,111158,57506721.0,1.14,0.0,0.0,0.05
2016-06-08,600018,上港集团,3.52,3.49,3.53,3.48,123140,63430006.0,1.42,-0.57,-0.02,0.05
2016-06-13,600018,上港集团,3.46,3.36,3.46,3.35,164835,83605824.0,3.15,-3.72,-0.13,0.07
2016-06-14,600018,上港集团,3.34,3.38,3.39,3.31,122589,61405215.0,2.38,0.6,0.02,0.05
2016-06-15,600018,上港集团,3.25,3.45,3.45,3.25,199456,100673842.0,5.92,2.07,0.07,0.09
2016-06-16,600018,上港集团,3.41,3.37,3.43,3.34,93557,47168214.0,2.61,-2.32,-0.08,0.04
2016-06-17,600018,上港集团,3.38,3.37,3.41,3.36,71441,36033420.0,1.48,0.0,0.0,0.03
2016-06-20,600018,上港集团,3.4,3.36,3.41,3.31,89139,44643571.0,2.97,-0.3,-0.01,0.04
2016-06-21,600018,上港集团,3.36,3.36,3.4,3.35,87970,44319833.0,1.49,0.0,0.0,0.04
2016-06-22,600018,上港集团,3.36,3.4,3.4,3.34,83067,41962310.0,1.79,1.19,0.04,0.04
2016-06-23,600018,上港集团,3.38,3.36,3.4,3.35,64119,32229804.0,1.47,-1.18,-0.04,0.03
2016-06-24,600018,上港集团,3.35,3.31,3.38,3.25,117128,58369821.0,3.87,-1.49,-0.05,0.05
2016-06-27,600018,上港集团,3.3,3.36,3.37,3.28,70171,35137921.0,2.72,1.51,0.05,0.03
2016-06-28,600018,上港集团,3.34,3.42,3.42,3.33,134356,67901067.0,2.68,1.79,0.06,0.06
2016-06-29,600018,上港集团,3.43,3.45,3.46,3.4,138531,70649590.0,1.75,0.88,0.03,0.06
2016-06-30,600018,上港集团,3.45,3.44,3.46,3.43,87761,44828798.0,0.87,-0.29,-0.01,0.04
2016-07-01,600018,上港集团,3.44,3.44,3.46,3.42,89900,45821910.0,1.16,0.0,0.0,0.04
2016-07-04,600018,上港集团,3.45,3.53,3.54,3.42,231413,119401583.0,3.49,2.62,0.09,0.1
2016-07-05,600018,上港集团,3.54,3.53,3.57,3.51,121369,63110631.0,1.7,0.0,0.0,0.05
2016-07-06,600018,上港集团,3.52,3.54,3.56,3.48,132097,68404630.0,2.27,0.28,0.01,0.06
2016-07-07,600018,上港集团,3.53,3.54,3.56,3.52,130631,67922276.0,1.13,0.0,0.0,0.06
2016-07-08,600018,上港集团,3.54,3.59,3.65,3.5,194421,101680082.0,4.24,1.41,0.05,0.09
2016-07-11,600018,上港集团,3.57,3.58,3.63,3.55,204602,107534808.0,2.23,-0.28,-0.01,0.09
2016-07-12,600018,上港集团,3.6,3.65,3.66,3.5,276688,145470946.0,4.47,1.96,0.07,0.12
2016-07-13,600018,上港集团,3.66,3.74,3.8,3.64,373331,201438467.0,4.38,2.47,0.09,0.16
2016-07-14,600018,上港集团,3.74,3.7,3.78,3.64,237002,127091377.0,3.74,-1.07,-0.04,0.1
2016-07-15,600018,上港集团,3.69,3.7,3.73,3.64,139280,74285834.0,2.43,0.0,0.0,0.06
2016-07-18,600018,上港集团,3.68,3.69,3.72,3.58,143560,76219190.0,3.78,-0.27,-0.01,0.06
2016-07-19,600018,上港集团,3.69,3.71,3.72,3.65,119553,62104743.0,1.9,0.54,0.02,0.05
2016-07-20,600018,上港集团,3.7,3.72,3.76,3.69,109182,57118307.0,1.89,0.27,0.01,0.05
2016-07-21,600018,上港集团,3.71,3.76,3.79,3.71,156153,82144056.0,2.15,1.08,0.04,0.07
2016-07-22,600018,上港集团,3.76,3.73,3.78,3.71,126136,66086581.0,1.86,-0.8,-0.03,0.06
2016-07-25,600018,上港集团,3.74,3.76,3.77,3.73,89457,46987325.0,1.07,0.8,0.03,0.04
2016-07-26,600018,上港集团,3.76,3.82,3.83,3.74,139075,73622758.0,2.39,1.6,0.06,0.06
2016-07-27,600018,上港集团,3.84,4.11,4.2,3.82,1059814,584062608.0,9.95,7.59,0.29,0.47
2016-07-28,600018,上港集团,4.03,3.99,4.15,3.85,485457,267795475.0,7.3,-2.92,-0.12,0.21
2016-07-29,600018,上港集团,3.99,3.84,4.04,3.83,318001,171630116.0,5.26,-3.76,-0.15,0.14
2016-08-01,600018,上港集团,3.86,3.84,3.94,3.83,238274,128077524.0,2.86,0.0,0.0,0.1
2016-08-02,600018,上港集团,3.88,3.99,4.0,3.84,322035,174907571.0,4.17,3.91,0.15,0.14
2016-08-03,600018,上港集团,4.0,3.95,4.08,3.93,311774,170942681.0,3.76,-1.0,-0.04,0.14
2016-08-04,600018,上港集团,3.96,3.88,3.96,3.82,252475,135391719.0,3.54,-1.77,-0.07,0.11
2016-08-05,600018,上港集团,3.85,3.88,3.97,3.8,207792,111857616.0,4.38,0.0,0.0,0.09
2016-08-08,600018,上港集团,3.85,3.84,3.87,3.79,273364,145438095.0,2.06,-1.03,-0.04,0.12
2016-08-09,600018,上港集团,3.85,3.83,3.86,3.8,286940,152652779.0,1.56,-0.26,-0.01,0.13
2016-08-10,600018,上港集团,3.82,3.76,3.83,3.75,234002,123611397.0,2.09,-1.83,-0.07,0.1
2016-08-11,600018,上港集团,3.76,3.7,3.79,3.7,195779,102553226.0,2.39,-1.6,-0.06,0.09
2016-08-12,600018,上港集团,3.72,3.76,3.76,3.69,183863,96011861.0,1.89,1.62,0.06,0.08
2016-08-15,600018,上港集团,3.75,3.82,3.85,3.74,437172,232149057.0,2.93,1.6,0.06,0.19
2016-08-16,600018,上港集团,3.85,3.78,3.87,3.74,498387,263361118.0,3.4,-1.05,-0.04,0.22
2016-08-17,600018,上港集团,3.79,3.77,3.79,3.72,291783,153084366.0,1.85,-0.26,-0.01,0.13
2016-08-18,600018,上港集团,3.77,3.83,3.94,3.73,573856,304782448.0,5.57,1.59,0.06,0.25
2016-08-19,600018,上港集团,3.78,3.77,3.82,3.72,438887,230568913.0,2.61,-1.57,-0.06,0.19
2016-08-22,600018,上港集团,3.74,3.7,3.75,3.68,296933,154829107.0,1.86,-1.86,-0.07,0.13
2016-08-23,600018,上港集团,3.69,3.7,3.72,3.68,120117,62503854.0,1.08,0.0,0.0,0.05
2016-08-24,600018,上港集团,3.71,3.73,3.73,3.68,140290,73049625.0,1.35,0.81,0.03,0.06
2016-08-25,600018,上港集团,3.7,3.68,3.7,3.65,157887,81639342.0,1.34,-1.34,-0.05,0.07
2016-08-26,600018,上港集团,3.67,3.68,3.71,3.67,92682,48088513.0,1.09,0.0,0.0,0.04
2016-08-29,600018,上港集团,3.67,3.64,3.68,3.63,175542,90300776.0,1.36,-1.09,-0.04,0.08
2016-08-30,600018,上港集团,3.65,3.66,3.67,3.64,128687,66335907.0,0.82,0.55,0.02,0.06
2016-08-31,600018,上港集团,3.66,3.67,3.67,3.63,88635,45693323.0,1.09,0.27,0.01,0.04
2016-09-01,600018,上港集团,3.67,3.67,3.73,3.67,169632,88220790.0,1.63,0.0,0.0,0.07
2016-09-02,600018,上港集团,3.65,3.71,3.72,3.64,180833,93788417.0,2.18,1.09,0.04,0.08
2016-09-05,600018,上港集团,3.71,3.71,3.72,3.69,104637,54446151.0,0.81,0.0,0.0,0.05
2016-09-06,600018,上港集团,3.71,3.7,3.71,3.67,142860,74129580.0,1.08,-0.27,-0.01,0.06
2016-09-07,600018,上港集团,3.7,3.68,3.71,3.68,135528,70368017.0,0.81,-0.54,-0.02,0.06
2016-09-08,600018,上港集团,3.69,3.76,3.79,3.68,317081,165902688.0,2.99,2.17,0.08,0.14
2016-09-09,600018,上港集团,3.75,3.77,3.82,3.74,245933,129832793.0,2.13,0.27,0.01,0.11
2016-09-12,600018,上港集团,3.86,3.96,4.0,3.86,1392404,754895808.0,3.71,5.04,0.19,0.61
2016-09-13,600018,上港集团,3.91,3.86,3.93,3.81,524331,280194080.0,3.03,-2.53,-0.1,0.23
2016-09-14,600018,上港集团,3.79,3.78,3.83,3.74,301613,159060668.0,2.33,-2.07,-0.08,0.13
2016-09-19,600018,上港集团,3.78,3.77,3.8,3.75,164752,86848568.0,1.32,-0.26,-0.01,0.07
2016-09-20,600018,上港集团,3.78,3.76,3.78,3.74,134375,70614464.0,1.06,-0.27,-0.01,0.06
2016-09-21,600018,上港集团,3.75,3.75,3.77,3.74,129352,67971135.0,0.8,-0.27,-0.01,0.06
2016-09-22,600018,上港集团,3.75,3.76,3.79,3.75,137937,72644716.0,1.07,0.27,0.01,0.06
2016-09-23,600018,上港集团,3.76,3.76,3.77,3.74,97805,51357068.0,0.8,0.0,0.0,0.04
2016-09-26,600018,上港集团,3.79,3.63,3.81,3.63,251652,130770976.0,4.79,-3.46,-0.13,0.11
2016-09-27,600018,上港集团,3.63,3.64,3.65,3.61,112944,57926667.0,1.1,0.28,0.01,0.05
2016-09-28,600018,上港集团,3.65,3.61,3.66,3.6,97171,49729209.0,1.65,-0.82,-0.03,0.04
2016-09-29,600018,上港集团,3.61,3.61,3.64,3.6,85995,44029325.0,1.11,0.0,0.0,0.04
2016-09-30,600018,上港集团,3.61,3.62,3.63,3.6,75773,38733017.0,0.83,0.28,0.01,0.03
2016-10-10,600018,上港集团,3.64,3.69,3.71,3.64,127409,65871453.0,1.93,1.93,0.07,0.06
2016-10-11,600018,上港集团,3.7,3.69,3.71,3.66,111113,57627972.0,1.36,0.0,0.0,0.05
2016-10-12,600018,上港集团,3.69,3.68,3.71,3.67,97152,50418883.0,1.08,-0.27,-0.01,0.04
