日期,股票代码,开盘,最高,最低,收盘,成交量,成交额
2016-03-11,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-03-14,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-03-15,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-03-16,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-03-17,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-03-18,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-03-21,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-03-22,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-03-23,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-03-24,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-03-25,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-03-28,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-03-29,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-03-30,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-03-31,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-04-01,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-04-05,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-04-06,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-04-07,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-04-08,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-04-11,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-04-12,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-04-13,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-04-14,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-04-15,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-04-18,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-04-19,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-04-20,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
2016-04-21,600663,13.63921416,13.63921416,13.63921416,13.63921416,0.0,0.0
