日期,股票代码,开盘,最高,最低,收盘,成交量,成交额
2016-03-11,600489,9.3396186,9.486828,9.0043083,9.0533781,109758547,1242484880.0
2016-03-14,600489,8.7998508,9.241479,8.7671376,9.1024479,78282174,863445200.0
2016-03-15,600489,8.8243857,8.8734555,8.3336877,8.5136103,98135821,1034685280.0
2016-03-16,600489,8.4890754,8.8734555,8.4400056,8.750781,88601977,937409024.0
2016-03-17,600489,8.9879517,9.0370215,8.7098895,8.8080291,75467302,816077808.0
2016-03-18,600489,8.8898121,9.0370215,8.7998508,8.8816338,89026860,969556032.0
2016-03-21,600489,8.7753159,9.1106262,8.6771763,8.99613,88850702,966241648.0
2016-03-22,600489,8.8652772,9.3805101,8.8162074,9.3641535,123190969,1375109920.0
2016-03-23,600489,9.159696,9.3150837,8.914347,9.0860913,94488090,1051625312.0
2016-03-24,600489,8.750781,8.8243857,8.6035716,8.6362848,73106331,778600192.0
2016-03-25,600489,8.587215,8.668998,8.3827575,8.4972537,46620098,484434608.0
2016-03-28,600489,8.423649,8.7098895,8.3991141,8.6444631,38608782,405679008.0
2016-03-29,600489,8.587215,8.7180678,8.4481839,8.5626801,41523110,437404144.0
2016-03-30,600489,8.832564,8.8734555,8.6362848,8.7262461,48156054,513851776.0
2016-03-31,600489,8.6608197,8.8489206,8.5790367,8.7671376,54551981,582533072.0
2016-04-01,600489,8.7671376,8.9061687,8.668998,8.7834942,45903999,493703872.0
2016-04-05,600489,8.6935329,8.914347,8.5463235,8.8652772,56755505,607482784.0
2016-04-06,600489,8.8570989,8.9797734,8.7098895,8.7834942,62035909,672307440.0
2016-04-07,600489,8.7098895,8.7998508,8.6526414,8.6935329,35560393,378706080.0
2016-04-08,600489,8.7589593,9.2251224,8.7589593,9.077913,123710250,1355978064.0
2016-04-11,600489,9.2087658,9.6258591,8.99613,9.3641535,100602444,1147691312.0
2016-04-12,600489,9.4377582,9.7076421,9.2169441,9.3968667,84323020,974910752.0
2016-04-13,600489,9.3723318,9.5931459,9.2823705,9.5195412,74302146,856816368.0
2016-04-14,600489,9.323262,9.3968667,9.2169441,9.2905488,42032165,477063040.0
2016-04-15,600489,9.159696,9.3641535,9.159696,9.2741922,34689114,392795120.0
2016-04-18,600489,9.2905488,9.405045,9.1515177,9.1678743,32644637,369190592.0
2016-04-19,600489,9.0860913,9.3069054,8.9797734,9.2905488,34542207,386284960.0
2016-04-20,600489,9.4459365,9.568611,8.7998508,9.0697347,71357101,802613552.0
2016-04-21,600489,8.914347,9.5277195,8.8734555,9.4132233,71406260,809767488.0
2016-04-22,600489,9.1188045,9.2169441,8.832564,8.9715951,48557340,537125072.0
2016-04-25,600489,8.8243857,8.9552385,8.6117499,8.8489206,32171364,344615200.0
2016-04-26,600489,8.8489206,8.9552385,8.668998,8.7753159,19937142,214409949.0
2016-04-27,600489,8.8652772,9.1515177,8.8162074,9.077913,38517157,422843168.0
