日期,股票代码,股票名称,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2016-03-11,600015,华夏银行,5.34,5.49,5.5,5.34,224051,224827429.0,2.96,1.67,0.09,0.29
2016-03-14,600015,华夏银行,5.49,5.46,5.6,5.44,340767,346274608.0,2.91,-0.55,-0.03,0.44
2016-03-15,600015,华夏银行,5.45,5.51,5.56,5.36,310773,313114432.0,3.66,0.92,0.05,0.4
2016-03-16,600015,华夏银行,5.45,5.61,5.71,5.45,935649,960582352.0,4.72,1.81,0.1,1.2
2016-03-17,600015,华夏银行,5.57,5.6,5.67,5.5,300936,308092720.0,3.03,-0.18,-0.01,0.39
2016-03-18,600015,华夏银行,5.6,5.65,5.7,5.6,469192,483397920.0,1.79,0.89,0.05,0.6
2016-03-21,600015,华夏银行,5.66,5.69,5.88,5.66,519991,542103328.0,3.89,0.71,0.04,0.67
2016-03-22,600015,华夏银行,5.7,5.68,5.83,5.65,281508,292473616.0,3.16,-0.18,-0.01,0.36
2016-03-23,600015,华夏银行,5.69,5.61,5.7,5.6,236777,243422540.0,1.76,-1.23,-0.07,0.3
2016-03-24,600015,华夏银行,5.6,5.48,5.6,5.47,201079,204015654.0,2.32,-2.32,-0.13,0.26
2016-03-25,600015,华夏银行,5.47,5.51,5.56,5.45,139466,141633786.0,2.01,0.55,0.03,0.18
2016-03-28,600015,华夏银行,5.54,5.46,5.6,5.45,170855,173674488.0,2.72,-0.91,-0.05,0.22
2016-03-29,600015,华夏银行,5.48,5.39,5.5,5.35,234340,235715691.0,2.75,-1.28,-0.07,0.3
2016-03-30,600015,华夏银行,5.44,5.55,5.57,5.42,292029,296349248.0,2.78,2.97,0.16,0.38
2016-03-31,600015,华夏银行,5.59,5.53,5.62,5.51,215414,219459036.0,1.98,-0.36,-0.02,0.28
2016-04-01,600015,华夏银行,5.54,5.59,5.6,5.4,341793,347066064.0,3.62,1.08,0.06,0.44
2016-04-05,600015,华夏银行,5.56,5.61,5.64,5.5,419004,426883680.0,2.5,0.36,0.02,0.54
2016-04-06,600015,华夏银行,5.56,5.6,5.62,5.55,201454,205998976.0,1.25,-0.18,-0.01,0.26
2016-04-07,600015,华夏银行,5.6,5.53,5.61,5.53,201617,205502470.0,1.43,-1.25,-0.07,0.26
2016-04-08,600015,华夏银行,5.5,5.53,5.55,5.48,194840,197609154.0,1.27,0.0,0.0,0.25
2016-04-11,600015,华夏银行,5.54,5.6,5.65,5.52,214280,219514050.0,2.35,1.27,0.07,0.28
2016-04-12,600015,华夏银行,5.6,5.58,5.61,5.55,144402,147516808.0,1.07,-0.36,-0.02,0.19
2016-04-13,600015,华夏银行,5.6,5.65,5.73,5.6,335758,347385440.0,2.33,1.25,0.07,0.43
2016-04-14,600015,华夏银行,5.69,5.66,5.72,5.6,185396,191149360.0,2.12,0.18,0.01,0.24
2016-04-15,600015,华夏银行,5.65,5.7,5.72,5.63,212029,219281825.0,1.59,0.71,0.04,0.27
2016-04-18,600015,华夏银行,5.66,5.58,5.68,5.56,218335,223812804.0,2.11,-2.11,-0.12,0.28
2016-04-19,600015,华夏银行,5.58,5.58,5.62,5.54,181966,185831941.0,1.43,0.0,0.0,0.23
2016-04-20,600015,华夏银行,5.59,5.57,5.6,5.34,386438,390121536.0,4.66,-0.18,-0.01,0.5
2016-04-21,600015,华夏银行,5.52,5.5,5.64,5.45,225526,229424797.0,3.41,-1.26,-0.07,0.29
2016-04-22,600015,华夏银行,5.48,5.51,5.57,5.44,125937,127628824.0,2.36,0.18,0.01,0.16
2016-04-25,600015,华夏银行,5.48,5.45,5.5,5.4,146849,147737761.0,1.81,-1.09,-0.06,0.19
2016-04-26,600015,华夏银行,5.46,5.49,5.5,5.43,130607,131723297.0,1.28,0.73,0.04,0.12
2016-04-27,600015,华夏银行,5.49,5.52,5.55,5.46,128750,130569244.0,1.64,0.55,0.03,0.12
2016-04-28,600015,华夏银行,5.52,5.61,5.72,5.5,241772,248077819.0,3.99,1.63,0.09,0.23
2016-04-29,600015,华夏银行,5.57,5.54,5.68,5.48,229102,235182009.0,3.57,-1.25,-0.07,0.21
2016-05-03,600015,华夏银行,5.6,5.62,5.75,5.55,452283,467389296.0,3.61,1.44,0.08,0.42
2016-05-04,600015,华夏银行,5.63,5.68,5.7,5.62,236227,243952792.0,1.42,1.07,0.06,0.22
2016-05-05,600015,华夏银行,5.68,5.65,5.68,5.6,161233,165854308.0,1.41,-0.53,-0.03,0.15
2016-05-06,600015,华夏银行,5.65,5.49,5.67,5.48,228368,232681971.0,3.36,-2.83,-0.16,0.21
2016-05-09,600015,华夏银行,5.48,5.4,5.5,5.37,229492,230358275.0,2.37,-1.64,-0.09,0.21
2016-05-10,600015,华夏银行,5.4,5.42,5.45,5.38,111097,111358960.0,1.3,0.37,0.02,0.1
