股票代码,策略总收益率(%),策略年化收益率(%),策略最大回撤(%),策略夏普比率,策略胜率(%),策略盈亏比,策略交易次数,买入持有收益率(%),买入持有最大回撤(%),买入持有夏普比率,超额收益(%),回撤改善(%)
002153,1.0701521405249204,0.07667535432670691,-0.47382647892312796,0.2952068503080607,0.6428571428571429,0.01741477124692085,29,0.274650163970916,-0.7664302961050047,0.22360865007767974,0.7955019765540043,0.29260381718187667
002174,-0.23870905225398997,-0.027178962267053075,-0.6760862809468471,-0.03909336323090248,0.5806451612903226,0.008569240675357847,32,-0.5820161224167938,-0.8533871783136668,-0.0026431428233148323,0.3433070701628039,0.17730089736681975
002183,-0.7733537966535817,-0.14104240023636117,-0.8054879544353262,-0.48558879753772666,0.375,0.0040085203205211355,25,-0.5610835481371441,-0.8229401334774706,-0.07230042982947893,-0.2122702485164376,0.017452179042144564
002195,4.15953248492663,0.18030890834975088,-0.6070984336668679,0.5680918717722924,0.71875,0.034808780508182466,33,1.7860051813482238,-0.6788659535500883,0.3846132850750874,2.3735273035784066,0.07176751988322032
002202,0.24022831663444477,0.022035721927363694,-0.5841144906791108,0.0929174916629965,0.6206896551724138,0.011164340397428845,30,2.2959761431249865,-0.6733728455370052,0.42484930121875725,-2.0557478264905416,0.08925835485789435
002230,0.17508998997480732,0.01675481149935809,-0.6765595927991349,0.07419754949699656,0.6785714285714286,0.011774217555245221,29,2.0185225924205192,-0.5889777784604531,0.4030053661031516,-1.843432602445712,-0.08758181433868181
002236,-0.37778628649913415,-0.046824357214385826,-0.6166608672819713,-0.11825275111044749,0.5769230769230769,0.007082929076393713,27,0.7367807708374072,-0.6311197471609343,0.26745935782764296,-1.1145670573365414,0.014458879878962988
002241,0.06376025633029037,0.006264264898288463,-0.5363602334131102,0.06443765519400478,0.6785714285714286,0.011334469035333505,29,1.4620050775165598,-0.7460040020578372,0.3620301282436232,-1.3982448211862695,0.20964376864472706
002252,-0.005570969467370346,-0.0006469318182029671,-0.47655464853383095,-0.06326636909988649,0.5833333333333334,0.010444459715920017,25,-0.6953760030964327,-0.7831456952962439,-0.3754392250100976,0.6898050336290623,0.306591046762413
002292,-0.6657784886028538,-0.10481508803921347,-0.8175663106571407,-0.259274320979854,0.48275862068965514,0.004227788470280716,29,-0.7372682752956503,-0.9169422290249801,-0.07208520608618167,0.07148978669279643,0.09937591836783938
002299,0.6832008136199417,0.055278431351053925,-0.48379782063717697,0.21354856972147598,0.696969696969697,0.013623178764156045,33,0.08054796768183392,-0.6660223501767061,0.12168096333131612,0.6026528459381078,0.1822245295395291
002304,-0.16460086451800815,-0.018005895368772284,-0.7474568411765447,-0.06436710022652878,0.4782608695652174,0.01028951742366103,24,0.0685946673141804,-0.7718390610041862,0.10852481879667082,-0.23319553183218858,0.02438221982764162
002310,-0.43297168818576426,-0.05738612646759245,-0.8202499183045443,-0.19108696524053947,0.48148148148148145,0.006727611956080944,28,-0.650283600337357,-0.9633963998000304,-0.12977317024619592,0.2173119121515927,0.14314648149548617
002385,0.7037991485936828,0.05540475062637418,-0.6467424332912518,0.2232907222708971,0.65625,0.014387483307405002,33,-0.29922201743932286,-0.6934262509173272,0.030077399013187373,1.0030211660330055,0.04668381762607552
002415,0.7736666306075481,0.05962974625754569,-0.5375180193543999,0.23620730799706285,0.7037037037037037,0.014958812187912144,27,2.041839181144333,-0.6037469346824197,0.4117660730427134,-1.2681725505367847,0.06622891532801979
